chrom	start_peak	end_peak	name_peak	start_gene	end_gene	gene_id	gene_name	strand_gene	gene_type	transcript_id	transcript_type	transcript_support	distance	sbs1_motif	sbs2_motif	sbs1_and_sbs2_motif
chr2	23039831	23040530	ZFP143_conserved_619	22940369	23040185	ENSMUSG00000058835.14	Abi1	-	protein_coding	ENSMUST00000114544.9	protein_coding	1	5	1	1	1
chr2	23067893	23068601	ZFP143_conserved_620	23068168	23114513	ENSMUSG00000026781.17	Acbd5	+	protein_coding	ENSMUST00000028121.14	protein_coding	1	79	1	1	1
chr2	26021379	26022171	ZFP143_conserved_621	25998543	26021747	ENSMUSG00000036352.16	Ubac1	-	protein_coding	ENSMUST00000036509.13	protein_coding	1	28	1	1	1
chr2	26910345	26911207	ZFP143_conserved_622	26905262	26910677	ENSMUSG00000015776.12	Med22	-	protein_coding	ENSMUST00000102899.9	protein_coding	1	99	0	0	0
chr2	26910345	26911207	ZFP143_conserved_622	26910764	26913318	ENSMUSG00000062647.16	Rpl7a	+	protein_coding	ENSMUST00000102898.4	protein_coding	1	12	0	0	0
chr2	26964163	26964710	ZFP143_conserved_623	26953563	26964386	ENSMUSG00000052406.14	Rexo4	-	protein_coding	ENSMUST00000064244.10	protein_coding	1	50	0	0	0
chr2	27009579	27010266	ZFP143_conserved_624	27009926	27021089	ENSMUSG00000015488.14	Cacfd1	+	protein_coding	ENSMUST00000114006.7	protein_coding	1	4	1	1	1
chr2	27475406	27476339	ZFP143_conserved_625	27445579	27475686	ENSMUSG00000026918.16	Brd3	-	protein_coding	ENSMUST00000077737.12	protein_coding	1	186	1	1	1
chr2	29346574	29347009	ZFP143_conserved_626	29346819	29524793	ENSMUSG00000026799.15	Med27	+	protein_coding	ENSMUST00000028139.10	protein_coding	1	28	0	1	0
chr2	29802377	29802945	ZFP143_conserved_627	29802634	29817522	ENSMUSG00000059316.2	Slc27a4	+	protein_coding	ENSMUST00000080065.2	protein_coding	1	27	1	1	1
chr2	30981797	30982618	ZFP143_conserved_629	30972177	30981941	ENSMUSG00000026851.9	BC005624	-	protein_coding	ENSMUST00000028205.9	protein_coding	1	266	0	0	0
chr2	30981797	30982618	ZFP143_conserved_629	30982279	31023586	ENSMUSG00000026854.16	Usp20	+	protein_coding	ENSMUST00000102849.10	protein_coding	1	72	1	0	0
chr2	32287951	32288557	ZFP143_conserved_630	32278816	32288075	ENSMUSG00000044627.11	Swi5	-	protein_coding	ENSMUST00000050410.10	protein_coding	1	179	1	0	0
chr2	32287951	32288557	ZFP143_conserved_630	32288313	32307912	ENSMUSG00000002546.17	Golga2	+	protein_coding	ENSMUST00000100194.9	protein_coding	1	59	1	0	0
chr2	32570583	32571153	ZFP143_conserved_631	32570858	32573579	ENSMUSG00000026810.12	Dpm2	+	protein_coding	ENSMUST00000028151.6	protein_coding	1	10	1	1	1
chr2	32712399	32713573	ZFP143_conserved_632	32707438	32712784	ENSMUSG00000009555.16	Cdk9	-	protein_coding	ENSMUST00000009699.15	protein_coding	1	202	1	1	1
chr2	34753979	34754712	ZFP143_conserved_634	34676985	34754561	ENSMUSG00000026867.18	Gapvd1	-	protein_coding	ENSMUST00000028224.14	protein_coding	1	216	1	1	1
chr2	37422706	37423427	ZFP143_conserved_636	37370069	37422903	ENSMUSG00000075376.10	Rc3h2	-	protein_coding	ENSMUST00000112934.7	protein_coding	1	163	1	0	0
chr2	38287141	38287679	ZFP143_conserved_637	37798991	38287375	ENSMUSG00000035392.17	Dennd1a	-	protein_coding	ENSMUST00000102787.9	protein_coding	1	35	1	1	1
chr2	38925881	38926825	ZFP143_conserved_638	38723374	38926217	ENSMUSG00000063972.13	Nr6a1	-	protein_coding	ENSMUST00000076275.10	protein_coding	1	136	1	1	1
chr2	39226101	39226697	ZFP143_conserved_639	39194354	39226451	ENSMUSG00000026753.5	Ppp6c	-	protein_coding	ENSMUST00000028087.5	protein_coding	1	52	1	1	1
chr2	48948926	48949676	ZFP143_conserved_640	48902824	48949276	ENSMUSG00000026761.12	Orc4	-	protein_coding	ENSMUST00000028098.10	protein_coding	1	25	1	0	0
chr2	48948926	48949676	ZFP143_conserved_640	48949508	49260558	ENSMUSG00000036792.12	Mbd5	+	protein_coding	ENSMUST00000112745.7	protein_coding	1	207	1	1	1
chr2	49451303	49452220	ZFP143_conserved_641	49451486	49551948	ENSMUSG00000069495.12	Epc2	+	protein_coding	ENSMUST00000092123.10	protein_coding	1	275	1	0	0
chr2	69713026	69713755	ZFP143_conserved_642	69686815	69712606	ENSMUSG00000027086.16	Fastkd1	-	protein_coding	ENSMUST00000073152.12	protein_coding	1	784	1	1	1
chr2	69861390	69861916	ZFP143_conserved_643	69861562	69871786	ENSMUSG00000068882.13	Ssb	+	protein_coding	ENSMUST00000090852.10	protein_coding	1	91	0	0	0
chr2	70661273	70661950	ZFP143_conserved_644	70661590	70689360	ENSMUSG00000014959.12	Gorasp2	+	protein_coding	ENSMUST00000112205.1	protein_coding	1	21	1	0	0
chr2	71055332	71056361	ZFP143_conserved_645	70964561	71055583	ENSMUSG00000041975.17	Mettl8	-	protein_coding	ENSMUST00000100037.8	protein_coding	1	263	1	1	1
chr2	71055332	71056361	ZFP143_conserved_645	71055852	71088644	ENSMUSG00000041966.18	Dcaf17	+	protein_coding	ENSMUST00000102701.4	protein_coding	1	6	1	1	1
chr2	71211430	71212266	ZFP143_conserved_646	71211834	71263303	ENSMUSG00000027012.15	Dync1i2	+	protein_coding	ENSMUST00000081710.11	protein_coding	1	14	1	1	1
chr2	74578701	74579237	ZFP143_conserved_647	74520291	74578948	ENSMUSG00000009207.15	Lnpk	-	protein_coding	ENSMUST00000111993.8	protein_coding	1	21	0	0	0
chr2	74578701	74579237	ZFP143_conserved_647	74579076	74584544	ENSMUSG00000087205.1	4930445N08Rik	+	antisense	ENSMUST00000156925.1	antisense	1	107	1	0	0
chr2	75832018	75832426	ZFP143_conserved_648	75832177	75931350	ENSMUSG00000042410.16	Agps	+	protein_coding	ENSMUST00000047232.13	protein_coding	1	45	1	0	0
chr2	77945578	77946760	ZFP143_conserved_649	77881159	77946180	ENSMUSG00000027014.14	Cwc22	-	protein_coding	ENSMUST00000111824.7	protein_coding	1	11	1	1	1
chr2	80315102	80315905	ZFP143_conserved_650	80315466	80354043	ENSMUSG00000027006.13	Dnajc10	+	protein_coding	ENSMUST00000028392.7	protein_coding	1	37	1	0	0
chr2	83644206	83644720	ZFP143_conserved_651	83644481	83658302	ENSMUSG00000027091.14	Zc3h15	+	protein_coding	ENSMUST00000130948.7	processed_transcript	1	18	1	0	0
chr2	84727087	84727766	ZFP143_conserved_652	84723122	84727350	ENSMUSG00000027079.15	Clp1	-	protein_coding	ENSMUST00000028475.8	protein_coding	1	76	1	1	1
chr2	98662231	98663036	ZFP143_conserved_654	98662237	98664083	ENSMUSG00000075015.3	Gm10801	+	protein_coding	ENSMUST00000099684.3	protein_coding	5	396	0	0	0
chr2	98666129	98667321	ZFP143_conserved_655	98666547	98667301	ENSMUSG00000075014.1	Gm10800	-	protein_coding	ENSMUST00000099683.1	protein_coding	5	576	0	0	0
chr2	101628771	101629316	ZFP143_conserved_656	101560781	101628990	ENSMUSG00000027165.16	B230118H07Rik	-	protein_coding	ENSMUST00000111231.9	protein_coding	1	53	1	1	1
chr2	101886002	101886455	ZFP143_conserved_657	101886253	101901646	ENSMUSG00000027163.13	Commd9	+	protein_coding	ENSMUST00000028584.7	protein_coding	1	25	1	1	1
chr2	104816629	104817220	ZFP143_conserved_658	104754795	104816696	ENSMUSG00000074994.6	Qser1	-	protein_coding	ENSMUST00000117237.1	protein_coding	5	228	1	0	0
chr2	112261666	112262147	ZFP143_conserved_659	112261926	112263269	ENSMUSG00000027133.3	Nop10	+	protein_coding	ENSMUST00000028553.3	protein_coding	1	20	1	1	1
chr2	112379017	112379509	ZFP143_conserved_660	112379211	112414240	ENSMUSG00000027132.3	Katnbl1	+	protein_coding	ENSMUST00000028552.3	protein_coding	1	52	1	0	0
chr2	119112382	119112932	ZFP143_conserved_661	119112807	119137290	ENSMUSG00000027323.10	Rad51	+	protein_coding	ENSMUST00000028795.9	protein_coding	1	150	0	0	0
chr2	119208272	119209185	ZFP143_conserved_662	119172500	119208795	ENSMUSG00000034278.3	Dnajc17	-	protein_coding	ENSMUST00000038439.3	protein_coding	1	67	1	0	0
chr2	119208272	119209185	ZFP143_conserved_662	119208634	119217049	ENSMUSG00000068580.11	Zfyve19	+	protein_coding	ENSMUST00000090174.10	protein_coding	1	94	1	1	1
chr2	120850257	120850919	ZFP143_conserved_663	120732816	120850604	ENSMUSG00000090100.7	Ttbk2	-	protein_coding	ENSMUST00000028740.10	protein_coding	1	16	1	1	1
chr2	120850257	120850919	ZFP143_conserved_663	120850717	120866689	ENSMUSG00000087519.8	AV039307	+	processed_transcript	ENSMUST00000124795.1	processed_transcript	1	129	0	0	0
chr2	121506349	121506905	ZFP143_conserved_664	121491911	121506665	ENSMUSG00000068479.5	Mfap1a	-	protein_coding	ENSMUST00000089926.5	protein_coding	1	38	1	0	0
chr2	121506349	121506905	ZFP143_conserved_664	121506723	121543404	ENSMUSG00000027242.14	Wdr76	+	protein_coding	ENSMUST00000028676.11	protein_coding	1	96	0	0	0
chr2	122630391	122631024	ZFP143_conserved_665	122630646	122632930	ENSMUSG00000074876.6	Spata5l1	+	processed_transcript	ENSMUST00000152813.1	processed_transcript	1	61	1	0	0
chr2	125858616	125859303	ZFP143_conserved_666	125830304	125859139	ENSMUSG00000027206.13	Cops2	-	protein_coding	ENSMUST00000110463.7	protein_coding	1	180	0	0	0
chr2	125858616	125859303	ZFP143_conserved_666	125859134	125984299	ENSMUSG00000027207.15	Galk2	+	protein_coding	ENSMUST00000028636.12	protein_coding	1	175	1	0	0
chr2	126675197	126676017	ZFP143_conserved_667	126647748	126675592	ENSMUSG00000027361.15	Gabpb1	-	protein_coding	ENSMUST00000089745.10	protein_coding	1	15	1	0	0
chr2	126675197	126676017	ZFP143_conserved_667	126675916	126683805	ENSMUSG00000098024.1	Gm27003	+	antisense	ENSMUST00000182590.1	antisense	5	309	1	0	0
chr2	127247531	127248063	ZFP143_conserved_668	127240938	127247816	ENSMUSG00000003662.10	Ciao1	-	protein_coding	ENSMUST00000003759.10	protein_coding	1	19	1	1	1
chr2	127247531	127248063	ZFP143_conserved_668	127247908	127261107	ENSMUSG00000034850.15	Tmem127	+	protein_coding	ENSMUST00000035871.14	protein_coding	1	111	1	1	1
chr2	128687145	128687647	ZFP143_conserved_669	128610104	128687391	ENSMUSG00000014355.10	Anapc1	-	protein_coding	ENSMUST00000014499.9	protein_coding	1	5	0	0	0
chr2	129100755	129101285	ZFP143_conserved_670	129101027	129120768	ENSMUSG00000027395.15	Polr1b	+	protein_coding	ENSMUST00000028874.7	protein_coding	1	7	1	1	1
chr2	130273958	130274964	ZFP143_conserved_671	130274430	130279313	ENSMUSG00000027405.16	Nop56	+	protein_coding	ENSMUST00000103198.10	protein_coding	1	31	1	1	1
chr2	130563463	130564025	ZFP143_conserved_672	130543791	130563749	ENSMUSG00000060029.13	4930473A02Rik	-	antisense	ENSMUST00000136793.7	antisense	1	5	0	0	0
chr2	130563463	130564025	ZFP143_conserved_672	130563742	130568695	ENSMUSG00000037740.8	Mrps26	+	protein_coding	ENSMUST00000145614.1	protein_coding	1	2	1	0	0
chr2	131209984	131210820	ZFP143_conserved_673	131210424	131213511	ENSMUSG00000068264.11	Ap5s1	+	protein_coding	ENSMUST00000110210.7	protein_coding	1	22	1	1	1
chr2	136891020	136892404	ZFP143_conserved_674	136873780	136891389	ENSMUSG00000027274.16	Mkks	-	protein_coding	ENSMUST00000110089.8	protein_coding	1	323	1	0	0
chr2	136891020	136892404	ZFP143_conserved_674	136891608	137071950	ENSMUSG00000027281.16	Slx4ip	+	protein_coding	ENSMUST00000135260.7	processed_transcript	1	104	0	0	0
chr2	140170356	140170813	ZFP143_conserved_675	140119883	140170564	ENSMUSG00000045624.15	Esf1	-	protein_coding	ENSMUST00000046030.7	protein_coding	1	20	0	1	0
chr2	140170356	140170813	ZFP143_conserved_675	140170649	140203689	ENSMUSG00000027384.6	Ndufaf5	+	protein_coding	ENSMUST00000044825.4	protein_coding	1	65	1	0	0
chr2	144270360	144271192	ZFP143_conserved_676	144250123	144270906	ENSMUSG00000027423.15	Snx5	-	protein_coding	ENSMUST00000110030.9	protein_coding	1	130	1	0	0
chr2	144270360	144271192	ZFP143_conserved_676	144270663	144280516	ENSMUSG00000027424.11	Mgme1	+	protein_coding	ENSMUST00000110028.7	protein_coding	1	113	1	0	0
chr2	144593802	144594373	ZFP143_conserved_677	144594054	144595366	ENSMUSG00000074754.4	Smim26	+	protein_coding	ENSMUST00000136628.1	protein_coding	1	33	1	1	1
chr2	145934473	145935200	ZFP143_conserved_678	145917479	145935014	ENSMUSG00000001767.5	Crnkl1	-	protein_coding	ENSMUST00000001818.4	protein_coding	1	178	1	1	1
chr2	145934473	145935200	ZFP143_conserved_678	145934816	145953814	ENSMUSG00000037143.17	Cfap61	+	protein_coding	ENSMUST00000118002.1	protein_coding	1	20	0	0	0
chr2	146511782	146512512	ZFP143_conserved_679	146239879	146512004	ENSMUSG00000037110.20	Ralgapa2	-	protein_coding	ENSMUST00000109986.8	protein_coding	5	143	1	1	1
chr2	146855598	146856209	ZFP143_conserved_680	146855864	146970097	ENSMUSG00000074749.10	Kiz	+	protein_coding	ENSMUST00000099278.8	protein_coding	1	39	1	0	0
chr2	147012615	147013274	ZFP143_conserved_681	147012996	147078000	ENSMUSG00000027433.5	Xrn2	+	protein_coding	ENSMUST00000028921.5	protein_coding	1	52	1	0	0
chr2	148732211	148732737	ZFP143_conserved_682	148693985	148732467	ENSMUSG00000027438.14	Napb	-	protein_coding	ENSMUST00000028926.12	protein_coding	1	7	1	1	1
chr2	152226319	152227358	ZFP143_conserved_683	152226839	152281852	ENSMUSG00000074698.10	Csnk2a1	+	protein_coding	ENSMUST00000099224.9	protein_coding	1	1	1	1	1
chr2	153160996	153161671	ZFP143_conserved_684	153161303	153210466	ENSMUSG00000068040.10	Tm9sf4	+	protein_coding	ENSMUST00000089027.2	protein_coding	1	30	1	0	0
chr2	153241146	153241709	ZFP143_conserved_685	153227759	153241426	ENSMUSG00000051413.17	Plagl2	-	protein_coding	ENSMUST00000056924.13	protein_coding	1	1	1	0	0
chr2	153241146	153241709	ZFP143_conserved_685	153241533	153270247	ENSMUSG00000046020.13	Pofut1	+	protein_coding	ENSMUST00000049863.11	protein_coding	1	106	1	0	0
chr2	153345379	153346114	ZFP143_conserved_686	153341157	153345810	ENSMUSG00000073236.4	2500004C02Rik	-	processed_transcript	ENSMUST00000128026.1	processed_transcript	1	64	1	1	1
chr2	153345379	153346114	ZFP143_conserved_686	153345845	153404007	ENSMUSG00000042548.14	Asxl1	+	protein_coding	ENSMUST00000109790.1	protein_coding	5	99	1	1	1
chr2	154656608	154657674	ZFP143_conserved_687	154657018	154694785	ENSMUSG00000038467.15	Chmp4b	+	protein_coding	ENSMUST00000044277.9	protein_coding	1	123	1	1	1
chr2	154892630	154893180	ZFP143_conserved_688	154871410	154892935	ENSMUSG00000074656.12	Eif2s2	-	protein_coding	ENSMUST00000099173.10	protein_coding	1	30	1	1	1
chr2	155073919	155074588	ZFP143_conserved_689	155059310	155074497	ENSMUSG00000027597.15	Ahcy	-	protein_coding	ENSMUST00000054607.15	protein_coding	1	244	1	1	1
chr2	155073919	155074588	ZFP143_conserved_689	155074185	155099506	ENSMUSG00000109877.1	Gm45609	+	antisense	ENSMUST00000209333.1	antisense	5	68	0	1	0
chr2	155133221	155133746	ZFP143_conserved_690	155133509	155226855	ENSMUSG00000027598.16	Itch	+	protein_coding	ENSMUST00000029126.14	protein_coding	1	26	0	0	0
chr2	155357113	155358134	ZFP143_conserved_691	155278243	155357430	ENSMUSG00000038383.16	Pigu	-	protein_coding	ENSMUST00000077626.12	protein_coding	1	193	0	0	0
chr2	155692029	155692718	ZFP143_conserved_692	155634271	155692384	ENSMUSG00000038324.13	Trpc4ap	-	protein_coding	ENSMUST00000041059.11	protein_coding	1	11	1	1	1
chr2	155729242	155729693	ZFP143_conserved_693	155701677	155729475	ENSMUSG00000038312.10	Edem2	-	protein_coding	ENSMUST00000040833.4	protein_coding	1	8	0	1	0
chr2	157204093	157205029	ZFP143_conserved_694	157145893	157204512	ENSMUSG00000027641.13	Rbl1	-	protein_coding	ENSMUST00000029170.7	protein_coding	1	49	1	0	0
chr2	158409510	158410235	ZFP143_conserved_695	158409848	158499253	ENSMUSG00000027652.15	Ralgapb	+	protein_coding	ENSMUST00000109486.8	protein_coding	1	24	0	0	0
chr2	161177462	161178031	ZFP143_conserved_696	161179064	161216577	ENSMUSG00000067745.4	Gm14243	+	lincRNA	ENSMUST00000131401.1	lincRNA	2	1318	1	1	1
chr2	164497341	164497752	ZFP143_conserved_697	164497535	164503120	ENSMUSG00000017721.15	Pigt	+	protein_coding	ENSMUST00000117066.7	protein_coding	1	11	0	0	0
chr2	165992331	165992899	ZFP143_conserved_698	165980726	165992517	ENSMUSG00000087351.1	Gm11464	-	lincRNA	ENSMUST00000146963.1	lincRNA	5	98	1	1	1
chr2	165992331	165992899	ZFP143_conserved_698	165992637	166073242	ENSMUSG00000027678.17	Ncoa3	+	protein_coding	ENSMUST00000088095.5	protein_coding	1	22	1	1	1
chr2	166995955	166996720	ZFP143_conserved_699	166948273	166996299	ENSMUSG00000039536.16	Stau1	-	protein_coding	ENSMUST00000109236.8	protein_coding	1	38	1	1	1
chr2	167062520	167063395	ZFP143_conserved_700	167035793	167063015	ENSMUSG00000039501.14	Znfx1	-	protein_coding	ENSMUST00000048988.13	protein_coding	1	58	1	0	0
chr2	167062520	167063395	ZFP143_conserved_700	167062934	167065862	ENSMUSG00000074578.14	Zfas1	+	processed_transcript	ENSMUST00000189909.6	antisense	1	23	1	1	1
chr2	173021507	173022192	ZFP143_conserved_702	173021902	173034725	ENSMUSG00000027510.17	Rbm38	+	protein_coding	ENSMUST00000029014.15	protein_coding	1	53	1	1	1
chr2	173021507	173022192	ZFP143_conserved_702	173022503	173022956	ENSMUSG00000092596.1	Gm20490	-	processed_transcript	ENSMUST00000173622.1	processed_transcript	5	1107	1	0	0
chr2	174463903	174464405	ZFP143_conserved_703	174461072	174464105	ENSMUSG00000016252.7	Atp5e	-	protein_coding	ENSMUST00000016396.7	protein_coding	1	49	1	0	0
chr2	180920608	180921349	ZFP143_conserved_704	180904377	180920949	ENSMUSG00000038848.14	Ythdf1	-	protein_coding	ENSMUST00000037299.14	protein_coding	1	29	1	0	0
chr2	180966931	180967934	ZFP143_conserved_705	180967300	180982311	ENSMUSG00000027575.19	Arfgap1	+	protein_coding	ENSMUST00000108859.7	protein_coding	1	132	1	1	1
chr2	181319622	181320146	ZFP143_conserved_706	181319785	181356616	ENSMUSG00000038685.18	Rtel1	+	protein_coding	ENSMUST00000048608.15	protein_coding	1	99	0	0	0
chr2	181364821	181365661	ZFP143_conserved_707	181359100	181365351	ENSMUSG00000038671.15	Arfrp1	-	protein_coding	ENSMUST00000108808.7	protein_coding	1	110	1	0	0
chr2	181364821	181365661	ZFP143_conserved_707	181365405	181380782	ENSMUSG00000027582.16	Zgpat	+	protein_coding	ENSMUST00000108807.8	protein_coding	1	164	1	0	0
chr2	181581168	181582277	ZFP143_conserved_708	181569149	181582008	ENSMUSG00000089917.7	Uckl1	-	protein_coding	ENSMUST00000057816.14	protein_coding	1	286	0	0	0
chr2	181581168	181582277	ZFP143_conserved_708	181582241	181585170	ENSMUSG00000010492.10	Uckl1os	+	antisense	ENSMUST00000136759.1	antisense	3	519	1	1	1
chr2	181863923	181864643	ZFP143_conserved_709	181864337	181870830	ENSMUSG00000038628.8	Polr3k	+	protein_coding	ENSMUST00000039551.8	protein_coding	1	54	0	0	0
chr3	8923505	8924032	ZFP143_conserved_711	8802146	8923918	ENSMUSG00000040269.5	Mrps28	-	protein_coding	ENSMUST00000042148.5	protein_coding	1	150	0	0	0
chr3	10439800	10440574	ZFP143_conserved_712	10417817	10440102	ENSMUSG00000027534.16	Snx16	-	protein_coding	ENSMUST00000099223.10	protein_coding	1	85	1	1	1
chr3	19162994	19163574	ZFP143_conserved_713	19131402	19163065	ENSMUSG00000027599.9	Armc1	-	protein_coding	ENSMUST00000029125.9	protein_coding	1	219	0	0	0
chr3	30602127	30603099	ZFP143_conserved_715	30602637	30618368	ENSMUSG00000037730.13	Mynn	+	protein_coding	ENSMUST00000047502.8	protein_coding	1	24	1	1	1
chr3	30995220	30995902	ZFP143_conserved_716	30995747	31052959	ENSMUSG00000037643.14	Prkci	+	protein_coding	ENSMUST00000108249.8	protein_coding	1	186	1	1	1
chr3	34019640	34020308	ZFP143_conserved_717	34017708	34019882	ENSMUSG00000105535.1	Gm43077	-	lincRNA	ENSMUST00000200602.1	lincRNA	3	92	1	0	0
chr3	34019640	34020308	ZFP143_conserved_717	34020108	34070322	ENSMUSG00000027680.15	Fxr1	+	protein_coding	ENSMUST00000200392.4	protein_coding	1	134	1	0	0
chr3	65392342	65392943	ZFP143_conserved_718	65379655	65392623	ENSMUSG00000027828.12	Ssr3	-	protein_coding	ENSMUST00000029414.11	protein_coding	1	19	1	1	1
chr3	69004426	69005430	ZFP143_conserved_719	68892525	69004570	ENSMUSG00000027778.15	Ift80	-	protein_coding	ENSMUST00000169064.7	protein_coding	1	358	0	0	0
chr3	69004426	69005430	ZFP143_conserved_719	69004970	69018108	ENSMUSG00000034349.14	Smc4	+	protein_coding	ENSMUST00000136502.7	protein_coding	1	42	1	0	0
chr3	75556513	75557437	ZFP143_conserved_720	75516490	75556856	ENSMUSG00000027835.11	Pdcd10	-	protein_coding	ENSMUST00000161137.7	protein_coding	1	119	1	1	1
chr3	75556513	75557437	ZFP143_conserved_720	75557547	75643495	ENSMUSG00000027834.15	Serpini1	+	protein_coding	ENSMUST00000029423.8	protein_coding	1	572	1	1	1
chr3	79628604	79629317	ZFP143_conserved_721	79603788	79628863	ENSMUSG00000027809.14	Etfdh	-	protein_coding	ENSMUST00000029386.13	protein_coding	1	97	1	1	1
chr3	79628604	79629317	ZFP143_conserved_721	79629079	79632820	ENSMUSG00000027811.9	4930579G24Rik	+	protein_coding	ENSMUST00000029388.9	protein_coding	1	119	0	1	0
chr3	85573800	85574371	ZFP143_conserved_722	85574119	85655622	ENSMUSG00000028085.12	Gatb	+	protein_coding	ENSMUST00000127348.7	protein_coding	1	34	1	1	1
chr3	87885225	87886237	ZFP143_conserved_723	87858903	87885608	ENSMUSG00000004895.9	Prcc	-	protein_coding	ENSMUST00000005015.9	protein_coding	1	123	1	1	1
chr3	87919233	87919836	ZFP143_conserved_724	87919506	87923672	ENSMUSG00000019710.13	Mrpl24	+	protein_coding	ENSMUST00000019854.12	protein_coding	1	28	1	1	1
chr3	88296307	88297516	ZFP143_conserved_725	88282760	88296838	ENSMUSG00000010538.14	Tsacc	-	protein_coding	ENSMUST00000010682.3	protein_coding	1	73	1	0	0
chr3	88296307	88297516	ZFP143_conserved_725	88297116	88321767	ENSMUSG00000001416.13	Cct3	+	protein_coding	ENSMUST00000001452.13	protein_coding	1	205	1	1	1
chr3	88552715	88553769	ZFP143_conserved_726	88549819	88553024	ENSMUSG00000028062.15	Lamtor2	-	protein_coding	ENSMUST00000029698.14	protein_coding	1	218	1	1	1
chr3	88552715	88553769	ZFP143_conserved_726	88553758	88569725	ENSMUSG00000008604.11	Ubqln4	+	protein_coding	ENSMUST00000008748.7	protein_coding	1	516	0	1	0
chr3	88579384	88579861	ZFP143_conserved_727	88579608	88588419	ENSMUSG00000041355.13	Ssr2	+	protein_coding	ENSMUST00000195014.5	protein_coding	1	14	0	1	0
chr3	88949842	88950532	ZFP143_conserved_728	88920803	88950414	ENSMUSG00000068921.14	Dap3	-	protein_coding	ENSMUST00000090938.10	protein_coding	1	227	1	0	0
chr3	88949842	88950532	ZFP143_conserved_728	88950622	89079375	ENSMUSG00000028053.13	Ash1l	+	protein_coding	ENSMUST00000186583.6	protein_coding	5	435	0	0	0
chr3	89101711	89102430	ZFP143_conserved_729	89093588	89101959	ENSMUSG00000059743.12	Fdps	-	protein_coding	ENSMUST00000081848.12	protein_coding	1	111	1	1	1
chr3	89177093	89177661	ZFP143_conserved_730	89177473	89182765	ENSMUSG00000028049.15	Scamp3	+	protein_coding	ENSMUST00000029684.14	protein_coding	1	96	0	0	0
chr3	90052100	90053154	ZFP143_conserved_731	90006220	90052515	ENSMUSG00000042520.16	Ubap2l	-	protein_coding	ENSMUST00000199834.4	protein_coding	1	112	0	0	0
chr3	90052100	90053154	ZFP143_conserved_731	90052814	90063341	ENSMUSG00000027942.17	4933434E20Rik	+	protein_coding	ENSMUST00000160640.7	protein_coding	1	187	1	0	0
chr3	90231361	90232052	ZFP143_conserved_732	90231597	90235838	ENSMUSG00000027937.15	Jtb	+	protein_coding	ENSMUST00000029546.14	protein_coding	1	109	0	1	0
chr3	90253906	90254669	ZFP143_conserved_733	90254163	90264125	ENSMUSG00000027936.18	Crtc2	+	protein_coding	ENSMUST00000029545.14	protein_coding	1	124	1	1	1
chr3	90490787	90491275	ZFP143_conserved_734	90488034	90491033	ENSMUSG00000001018.15	Snapin	-	protein_coding	ENSMUST00000149884.1	protein_coding	1	2	1	1	1
chr3	95042440	95042866	ZFP143_conserved_735	95032694	95042614	ENSMUSG00000005625.15	Psmd4	-	protein_coding	ENSMUST00000107237.7	protein_coding	1	39	1	1	1
chr3	95281536	95282097	ZFP143_conserved_736	95253674	95282076	ENSMUSG00000015711.8	Prune1	-	protein_coding	ENSMUST00000015855.7	protein_coding	1	260	1	1	1
chr3	95281536	95282097	ZFP143_conserved_736	95281345	95285963	ENSMUSG00000038712.16	Mindy1	+	protein_coding	ENSMUST00000152640.1	processed_transcript	1	471	0	0	0
chr3	95893511	95894346	ZFP143_conserved_737	95883958	95891955	ENSMUSG00000038543.13	BC028528	-	protein_coding	ENSMUST00000036360.12	protein_coding	1	1973	0	0	0
chr3	95893511	95894346	ZFP143_conserved_737	95893969	95898288	ENSMUSG00000015750.15	Aph1a	+	protein_coding	ENSMUST00000015894.11	protein_coding	1	41	1	1	1
chr3	96197139	96198571	ZFP143_conserved_738	96196588	96197586	ENSMUSG00000015943.11	Bola1	-	protein_coding	ENSMUST00000016087.3	protein_coding	1	269	1	1	1
chr3	97158468	97159025	ZFP143_conserved_739	97158777	97176574	ENSMUSG00000028093.15	Acp6	+	protein_coding	ENSMUST00000090759.4	protein_coding	1	31	1	0	0
chr3	97609887	97610355	ZFP143_conserved_740	97560742	97610203	ENSMUSG00000028089.5	Chd1l	-	protein_coding	ENSMUST00000029730.4	protein_coding	1	82	1	0	0
chr3	97767557	97768329	ZFP143_conserved_741	97738854	97768009	ENSMUSG00000038170.15	Pde4dip	-	protein_coding	ENSMUST00000045243.14	protein_coding	1	66	0	1	0
chr3	98382204	98382774	ZFP143_conserved_742	98382481	98431951	ENSMUSG00000050064.14	Zfp697	+	protein_coding	ENSMUST00000056096.14	protein_coding	1	8	0	1	0
chr3	103020153	103021358	ZFP143_conserved_743	103020664	103057804	ENSMUSG00000068823.10	Csde1	+	protein_coding	ENSMUST00000197488.4	protein_coding	1	91	1	1	1
chr3	103914034	103914816	ZFP143_conserved_744	103914151	103966636	ENSMUSG00000044098.14	Rsbn1	+	protein_coding	ENSMUST00000068879.10	protein_coding	1	274	1	1	1
chr3	104864213	104865263	ZFP143_conserved_745	104822779	104864505	ENSMUSG00000070372.11	Capza1	-	protein_coding	ENSMUST00000094028.9	protein_coding	1	233	1	0	0
chr3	104864213	104865263	ZFP143_conserved_745	104864503	104930064	ENSMUSG00000045576.16	St7l	+	protein_coding	ENSMUST00000059271.12	protein_coding	1	235	1	0	0
