#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
chr12	31559099	31559540	chr12:31559099-31559540	.	.	31559099	31559540	0	1	441	31559096	ZNF143 related (N=27801)
chr12	11177997	11178305	chr12:11177997-11178305	.	.	11177997	11178305	0	1	308	11177996	ZNF143 related (N=27801)
chr2	167852622	167853112	chr2:167852622-167853112	.	.	167852622	167853112	0	1	490	167852621	ZNF143 related (N=27801)
chr4	154976214	154976583	chr4:154976214-154976583	.	.	154976214	154976583	0	1	369	154976213	ZNF143 related (N=27801)
chr7	24462525	24462838	chr7:24462525-24462838	.	.	24462525	24462838	0	1	313	24462523	ZNF143 related (N=27801)
chr2	167595848	167596257	chr2:167595848-167596257	.	.	167595848	167596257	0	1	409	167595847	ZNF143 related (N=27801)
chr8	124608309	124608603	chr8:124608309-124608603	.	.	124608309	124608603	0	1	294	124608308	ZNF143 related (N=27801)
chr15	101364318	101364567	chr15:101364318-101364567	.	.	101364318	101364567	0	1	249	101364317	ZNF143 related (N=27801)
chr1	92852877	92853274	chr1:92852877-92853274	.	.	92852877	92853274	0	1	397	92852868	ZNF143 related (N=27801)
chr10	14544951	14545598	chr10:14544951-14545598	.	.	14544951	14545598	0	1	647	14544950	ZNF143 related (N=27801)
chr7	19696484	19696742	chr7:19696484-19696742	.	.	19696484	19696742	0	1	258	19696483	ZNF143 related (N=27801)
chr8	72421223	72421582	chr8:72421223-72421582	.	.	72421223	72421582	0	1	359	72421216	ZNF143 related (N=27801)
chr4	43703981	43704191	chr4:43703981-43704191	.	.	43703981	43704191	0	1	210	43703977	ZNF143 related (N=27801)
chr1	179645686	179646001	chr1:179645686-179646001	.	.	179645686	179646001	0	1	315	179645685	ZNF143 related (N=27801)
chr18	6515951	6516526	chr18:6515951-6516526	.	.	6515951	6516526	0	1	575	6515945	ZNF143 related (N=27801)
chr8	84559058	84559666	chr8:84559058-84559666	.	.	84559058	84559666	0	1	608	84559050	ZNF143 related (N=27801)
chr12	108702202	108702533	chr12:108702202-108702533	.	.	108702202	108702533	0	1	331	108702201	ZNF143 related (N=27801)
chr3	133314554	133314794	chr3:133314554-133314794	.	.	133314554	133314794	0	1	240	133314553	ZNF143 related (N=27801)
chr11	97408295	97408543	chr11:97408295-97408543	.	.	97408295	97408543	0	1	248	97408286	ZNF143 related (N=27801)
chr12	85662963	85663152	chr12:85662963-85663152	.	.	85662963	85663152	0	1	189	85662955	ZNF143 related (N=27801)
chr14	67233279	67233533	chr14:67233279-67233533	.	.	67233279	67233533	0	1	254	67233273	ZNF143 related (N=27801)
chr14	61331173	61331540	chr14:61331173-61331540	.	.	61331173	61331540	0	1	367	61331167	ZNF143 related (N=27801)
chr3	94616720	94617008	chr3:94616720-94617008	.	.	94616720	94617008	0	1	288	94616711	ZNF143 related (N=27801)
chr5	148651449	148651904	chr5:148651449-148651904	.	.	148651449	148651904	0	1	455	148651448	ZNF143 related (N=27801)
chr18	50053305	50053838	chr18:50053305-50053838	.	.	50053305	50053838	0	1	533	50053300	ZNF143 related (N=27801)
chr11	110337231	110337989	chr11:110337231-110337989	.	.	110337231	110337989	0	1	758	110337230	ZNF143 related (N=27801)
chr8	119780508	119780845	chr8:119780508-119780845	.	.	119780508	119780845	0	1	337	119780507	ZNF143 related (N=27801)
chr7	127944845	127945094	chr7:127944845-127945094	.	.	127944845	127945094	0	1	249	127944844	ZNF143 related (N=27801)
chr10	40683226	40683803	chr10:40683226-40683803	.	.	40683226	40683803	0	1	577	40683222	ZNF143 related (N=27801)
chr10	78400660	78401368	chr10:78400660-78401368	.	.	78400660	78401368	0	1	708	78400653	ZNF143 related (N=27801)
chr9	96437061	96437287	chr9:96437061-96437287	.	.	96437061	96437287	0	1	226	96437052	ZNF143 related (N=27801)
chr6	113282388	113282585	chr6:113282388-113282585	.	.	113282388	113282585	0	1	197	113282387	ZNF143 related (N=27801)
chr15	82274949	82275237	chr15:82274949-82275237	.	.	82274949	82275237	0	1	288	82274941	ZNF143 related (N=27801)
chr12	55465681	55465934	chr12:55465681-55465934	.	.	55465681	55465934	0	1	253	55465676	ZNF143 related (N=27801)
chr3	101506158	101506519	chr3:101506158-101506519	.	.	101506158	101506519	0	1	361	101506157	ZNF143 related (N=27801)
chr17	47878593	47878790	chr17:47878593-47878790	.	.	47878593	47878790	0	1	197	47878589	ZNF143 related (N=27801)
chr4	155562536	155563048	chr4:155562536-155563048	.	.	155562536	155563048	0	1	512	155562535	ZNF143 related (N=27801)
chr19	55743624	55743927	chr19:55743624-55743927	.	.	55743624	55743927	0	1	303	55743619	ZNF143 related (N=27801)
chr10	127075134	127075581	chr10:127075134-127075581	.	.	127075134	127075581	0	1	447	127075133	ZNF143 related (N=27801)
chr6	51795361	51795653	chr6:51795361-51795653	.	.	51795361	51795653	0	1	292	51795356	ZNF143 related (N=27801)
chr5	124025977	124026276	chr5:124025977-124026276	.	.	124025977	124026276	0	1	299	124025976	ZNF143 related (N=27801)
chr1	92918739	92918992	chr1:92918739-92918992	.	.	92918739	92918992	0	1	253	92918730	ZNF143 related (N=27801)
chr10	81587543	81588052	chr10:81587543-81588052	.	.	81587543	81588052	0	1	509	81587535	ZNF143 related (N=27801)
chr9	44074531	44074789	chr9:44074531-44074789	.	.	44074531	44074789	0	1	258	44074527	ZNF143 related (N=27801)
chr1	34011132	34011761	chr1:34011132-34011761	.	.	34011132	34011761	0	1	629	34011129	ZNF143 related (N=27801)
chr7	19279182	19279885	chr7:19279182-19279885	.	.	19279182	19279885	0	1	703	19279181	ZNF143 related (N=27801)
chr12	91766315	91766559	chr12:91766315-91766559	.	.	91766315	91766559	0	1	244	91766306	ZNF143 related (N=27801)
chr2	19726995	19727243	chr2:19726995-19727243	.	.	19726995	19727243	0	1	248	19726994	ZNF143 related (N=27801)
chr9	21752293	21752494	chr9:21752293-21752494	.	.	21752293	21752494	0	1	201	21752291	ZNF143 related (N=27801)
chr10	44458549	44458874	chr10:44458549-44458874	.	.	44458549	44458874	0	1	325	44458545	ZNF143 related (N=27801)
chr6	126702189	126702469	chr6:126702189-126702469	.	.	126702189	126702469	0	1	280	126702188	ZNF143 related (N=27801)
chr12	112077677	112077965	chr12:112077677-112077965	.	.	112077677	112077965	0	1	288	112077676	ZNF143 related (N=27801)
chr11	103953579	103954342	chr11:103953579-103954342	.	.	103953579	103954342	0	1	763	103953578	ZNF143 related (N=27801)
chr17	27248588	27248785	chr17:27248588-27248785	.	.	27248588	27248785	0	1	197	27248586	ZNF143 related (N=27801)
chr16	92384740	92384968	chr16:92384740-92384968	.	.	92384740	92384968	0	1	228	92384731	ZNF143 related (N=27801)
chr5	136978626	136978848	chr5:136978626-136978848	.	.	136978626	136978848	0	1	222	136978625	ZNF143 related (N=27801)
chr5	28123076	28123326	chr5:28123076-28123326	.	.	28123076	28123326	0	1	250	28123074	ZNF143 related (N=27801)
chr19	25236507	25236761	chr19:25236507-25236761	.	.	25236507	25236761	0	1	254	25236505	ZNF143 related (N=27801)
chr5	125058335	125058524	chr5:125058335-125058524	.	.	125058335	125058524	0	1	189	125058334	ZNF143 related (N=27801)
chr10	117860806	117861335	chr10:117860806-117861335	.	.	117860806	117861335	0	1	529	117860805	ZNF143 related (N=27801)
chr5	30104364	30104593	chr5:30104364-30104593	.	.	30104364	30104593	0	1	229	30104361	ZNF143 related (N=27801)
chr11	79669092	79669305	chr11:79669092-79669305	.	.	79669092	79669305	0	1	213	79669085	ZNF143 related (N=27801)
chr9	41461811	41462093	chr9:41461811-41462093	.	.	41461811	41462093	0	1	282	41461807	ZNF143 related (N=27801)
chr2	84742694	84742892	chr2:84742694-84742892	.	.	84742694	84742892	0	1	198	84742686	ZNF143 related (N=27801)
chr13	110018419	110018621	chr13:110018419-110018621	.	.	110018419	110018621	0	1	202	110018418	ZNF143 related (N=27801)
chr5	114680619	114681009	chr5:114680619-114681009	.	.	114680619	114681009	0	1	390	114680618	ZNF143 related (N=27801)
chr4	154988249	154988492	chr4:154988249-154988492	.	.	154988249	154988492	0	1	243	154988248	ZNF143 related (N=27801)
chr17	80019124	80019498	chr17:80019124-80019498	.	.	80019124	80019498	0	1	374	80019116	ZNF143 related (N=27801)
chr11	87726674	87727013	chr11:87726674-87727013	.	.	87726674	87727013	0	1	339	87726666	ZNF143 related (N=27801)
chr9	64060278	64060570	chr9:64060278-64060570	.	.	64060278	64060570	0	1	292	64060272	ZNF143 related (N=27801)
chr15	79252037	79252473	chr15:79252037-79252473	.	.	79252037	79252473	0	1	436	79252030	ZNF143 related (N=27801)
chr16	94185755	94186156	chr16:94185755-94186156	.	.	94185755	94186156	0	1	401	94185746	ZNF143 related (N=27801)
chr7	58658145	58658768	chr7:58658145-58658768	.	.	58658145	58658768	0	1	623	58658140	ZNF143 related (N=27801)
chr2	25422736	25422935	chr2:25422736-25422935	.	.	25422736	25422935	0	1	199	25422734	ZNF143 related (N=27801)
chr12	111296379	111296633	chr12:111296379-111296633	.	.	111296379	111296633	0	1	254	111296378	ZNF143 related (N=27801)
chr9	107599942	107600297	chr9:107599942-107600297	.	.	107599942	107600297	0	1	355	107599941	ZNF143 related (N=27801)
chr7	45642437	45642648	chr7:45642437-45642648	.	.	45642437	45642648	0	1	211	45642433	ZNF143 related (N=27801)
chr14	70096424	70096773	chr14:70096424-70096773	.	.	70096424	70096773	0	1	349	70096417	ZNF143 related (N=27801)
chr9	119647247	119647489	chr9:119647247-119647489	.	.	119647247	119647489	0	1	242	119647246	ZNF143 related (N=27801)
chr9	21978099	21978368	chr9:21978099-21978368	.	.	21978099	21978368	0	1	269	21978097	ZNF143 related (N=27801)
chr15	79437561	79437774	chr15:79437561-79437774	.	.	79437561	79437774	0	1	213	79437554	ZNF143 related (N=27801)
chr15	6909731	6910013	chr15:6909731-6910013	.	.	6909731	6910013	0	1	282	6909725	ZNF143 related (N=27801)
chr7	130266057	130266459	chr7:130266057-130266459	.	.	130266057	130266459	0	1	402	130266056	ZNF143 related (N=27801)
chr7	80382711	80383209	chr7:80382711-80383209	.	.	80382711	80383209	0	1	498	80382703	ZNF143 related (N=27801)
chr4	43478245	43478471	chr4:43478245-43478471	.	.	43478245	43478471	0	1	226	43478241	ZNF143 related (N=27801)
chr2	38643549	38643909	chr2:38643549-38643909	.	.	38643549	38643909	0	1	360	38643546	ZNF143 related (N=27801)
chr17	27499787	27500038	chr17:27499787-27500038	.	.	27499787	27500038	0	1	251	27499785	ZNF143 related (N=27801)
chr11	119603110	119603446	chr11:119603110-119603446	.	.	119603110	119603446	0	1	336	119603109	ZNF143 related (N=27801)
chr6	106769114	106769570	chr6:106769114-106769570	.	.	106769114	106769570	0	1	456	106769113	ZNF143 related (N=27801)
chr5	114323827	114324079	chr5:114323827-114324079	.	.	114323827	114324079	0	1	252	114323826	ZNF143 related (N=27801)
chr5	113118925	113119205	chr5:113118925-113119205	.	.	113118925	113119205	0	1	280	113118924	ZNF143 related (N=27801)
chr16	18587893	18588196	chr16:18587893-18588196	.	.	18587893	18588196	0	1	303	18587892	ZNF143 related (N=27801)
chr9	106394792	106395078	chr9:106394792-106395078	.	.	106394792	106395078	0	1	286	106394791	ZNF143 related (N=27801)
chr12	8331548	8331789	chr12:8331548-8331789	.	.	8331548	8331789	0	1	241	8331540	ZNF143 related (N=27801)
chr5	31092868	31093553	chr5:31092868-31093553	.	.	31092868	31093553	0	1	685	31092865	ZNF143 related (N=27801)
chr15	94403946	94404248	chr15:94403946-94404248	.	.	94403946	94404248	0	1	302	94403937	ZNF143 related (N=27801)
chr14	54468348	54468626	chr14:54468348-54468626	.	.	54468348	54468626	0	1	278	54468343	ZNF143 related (N=27801)
chr1	164307053	164307726	chr1:164307053-164307726	.	.	164307053	164307726	0	1	673	164307052	ZNF143 related (N=27801)
chr2	18766907	18767482	chr2:18766907-18767482	.	.	18766907	18767482	0	1	575	18766906	ZNF143 related (N=27801)
chr14	27039446	27039667	chr14:27039446-27039667	.	.	27039446	27039667	0	1	221	27039444	ZNF143 related (N=27801)
chr6	55117480	55117841	chr6:55117480-55117841	.	.	55117480	55117841	0	1	361	55117475	ZNF143 related (N=27801)
chr18	34651272	34651749	chr18:34651272-34651749	.	.	34651272	34651749	0	1	477	34651269	ZNF143 related (N=27801)
chr5	30383170	30383381	chr5:30383170-30383381	.	.	30383170	30383381	0	1	211	30383167	ZNF143 related (N=27801)
chr14	55557548	55557815	chr14:55557548-55557815	.	.	55557548	55557815	0	1	267	55557543	ZNF143 related (N=27801)
chr18	35918948	35919289	chr18:35918948-35919289	.	.	35918948	35919289	0	1	341	35918945	ZNF143 related (N=27801)
chr5	125158488	125158834	chr5:125158488-125158834	.	.	125158488	125158834	0	1	346	125158487	ZNF143 related (N=27801)
chr14	70530890	70531102	chr14:70530890-70531102	.	.	70530890	70531102	0	1	212	70530883	ZNF143 related (N=27801)
chr12	110418596	110418985	chr12:110418596-110418985	.	.	110418596	110418985	0	1	389	110418595	ZNF143 related (N=27801)
chr2	26459607	26460308	chr2:26459607-26460308	.	.	26459607	26460308	0	1	701	26459605	ZNF143 related (N=27801)
chr12	69582635	69583186	chr12:69582635-69583186	.	.	69582635	69583186	0	1	551	69582629	ZNF143 related (N=27801)
chr4	147868359	147868623	chr4:147868359-147868623	.	.	147868359	147868623	0	1	264	147868358	ZNF143 related (N=27801)
chr15	78564205	78564729	chr15:78564205-78564729	.	.	78564205	78564729	0	1	524	78564198	ZNF143 related (N=27801)
chr19	6315625	6315911	chr19:6315625-6315911	.	.	6315625	6315911	0	1	286	6315619	ZNF143 related (N=27801)
chr7	145131151	145132022	chr7:145131151-145132022	.	.	145131151	145132022	0	1	871	145131150	ZNF143 related (N=27801)
chr2	67565610	67566081	chr2:67565610-67566081	.	.	67565610	67566081	0	1	471	67565604	ZNF143 related (N=27801)
chr9	120501204	120501397	chr9:120501204-120501397	.	.	120501204	120501397	0	1	193	120501203	ZNF143 related (N=27801)
chr6	127153358	127153706	chr6:127153358-127153706	.	.	127153358	127153706	0	1	348	127153357	ZNF143 related (N=27801)
chr2	153147532	153148000	chr2:153147532-153148000	.	.	153147532	153148000	0	1	468	153147531	ZNF143 related (N=27801)
chr10	117033884	117034120	chr10:117033884-117034120	.	.	117033884	117034120	0	1	236	117033883	ZNF143 related (N=27801)
chr4	151302216	151302539	chr4:151302216-151302539	.	.	151302216	151302539	0	1	323	151302215	ZNF143 related (N=27801)
chr16	32110780	32111042	chr16:32110780-32111042	.	.	32110780	32111042	0	1	262	32110777	ZNF143 related (N=27801)
chr4	46664288	46664525	chr4:46664288-46664525	.	.	46664288	46664525	0	1	237	46664284	ZNF143 related (N=27801)
chr3	137918456	137918807	chr3:137918456-137918807	.	.	137918456	137918807	0	1	351	137918455	ZNF143 related (N=27801)
chr8	88390591	88391068	chr8:88390591-88391068	.	.	88390591	88391068	0	1	477	88390583	ZNF143 related (N=27801)
chr2	33347728	33347931	chr2:33347728-33347931	.	.	33347728	33347931	0	1	203	33347725	ZNF143 related (N=27801)
chr19	23771919	23772473	chr19:23771919-23772473	.	.	23771919	23772473	0	1	554	23771917	ZNF143 related (N=27801)
chr2	125723816	125724061	chr2:125723816-125724061	.	.	125723816	125724061	0	1	245	125723815	ZNF143 related (N=27801)
chr10	81268244	81268486	chr10:81268244-81268486	.	.	81268244	81268486	0	1	242	81268236	ZNF143 related (N=27801)
chrX	38564481	38564990	chrX:38564481-38564990	.	.	38564481	38564990	0	1	509	38564478	ZNF143 related (N=27801)
chrX	7573660	7574282	chrX:7573660-7574282	.	.	7573660	7574282	0	1	622	7573653	ZNF143 related (N=27801)
chr10	80435792	80436032	chr10:80435792-80436032	.	.	80435792	80436032	0	1	240	80435784	ZNF143 related (N=27801)
chr15	100669399	100669622	chr15:100669399-100669622	.	.	100669399	100669622	0	1	223	100669398	ZNF143 related (N=27801)
chr10	80538814	80539108	chr10:80538814-80539108	.	.	80538814	80539108	0	1	294	80538806	ZNF143 related (N=27801)
chr11	103288510	103288765	chr11:103288510-103288765	.	.	103288510	103288765	0	1	255	103288509	ZNF143 related (N=27801)
chr6	125418800	125419048	chr6:125418800-125419048	.	.	125418800	125419048	0	1	248	125418799	ZNF143 related (N=27801)
chr4	55650994	55651629	chr4:55650994-55651629	.	.	55650994	55651629	0	1	635	55650989	ZNF143 related (N=27801)
chr9	78006720	78006966	chr9:78006720-78006966	.	.	78006720	78006966	0	1	246	78006713	ZNF143 related (N=27801)
chr16	32683496	32683694	chr16:32683496-32683694	.	.	32683496	32683694	0	1	198	32683493	ZNF143 related (N=27801)
chr10	126900869	126901459	chr10:126900869-126901459	.	.	126900869	126901459	0	1	590	126900868	ZNF143 related (N=27801)
chr2	174851903	174852318	chr2:174851903-174852318	.	.	174851903	174852318	0	1	415	174851902	ZNF143 related (N=27801)
chr9	21817837	21818095	chr9:21817837-21818095	.	.	21817837	21818095	0	1	258	21817835	ZNF143 related (N=27801)
chr13	51567105	51567666	chr13:51567105-51567666	.	.	51567105	51567666	0	1	561	51567100	ZNF143 related (N=27801)
chr18	45558415	45558698	chr18:45558415-45558698	.	.	45558415	45558698	0	1	283	45558411	ZNF143 related (N=27801)
chr7	27334459	27334900	chr7:27334459-27334900	.	.	27334459	27334900	0	1	441	27334457	ZNF143 related (N=27801)
chr4	152212713	152213121	chr4:152212713-152213121	.	.	152212713	152213121	0	1	408	152212712	ZNF143 related (N=27801)
chr17	27830342	27830695	chr17:27830342-27830695	.	.	27830342	27830695	0	1	353	27830340	ZNF143 related (N=27801)
chr10	80039389	80039958	chr10:80039389-80039958	.	.	80039389	80039958	0	1	569	80039381	ZNF143 related (N=27801)
chr18	74960956	74961274	chr18:74960956-74961274	.	.	74960956	74961274	0	1	318	74960949	ZNF143 related (N=27801)
chr6	145179782	145180045	chr6:145179782-145180045	.	.	145179782	145180045	0	1	263	145179781	ZNF143 related (N=27801)
chr2	31917723	31917918	chr2:31917723-31917918	.	.	31917723	31917918	0	1	195	31917720	ZNF143 related (N=27801)
chr11	118202237	118202675	chr11:118202237-118202675	.	.	118202237	118202675	0	1	438	118202236	ZNF143 related (N=27801)
chr5	31598697	31598932	chr5:31598697-31598932	.	.	31598697	31598932	0	1	235	31598694	ZNF143 related (N=27801)
chr4	32055207	32055434	chr4:32055207-32055434	.	.	32055207	32055434	0	1	227	32055204	ZNF143 related (N=27801)
chr11	97718197	97718697	chr11:97718197-97718697	.	.	97718197	97718697	0	1	500	97718188	ZNF143 related (N=27801)
chr5	34175382	34175649	chr5:34175382-34175649	.	.	34175382	34175649	0	1	267	34175379	ZNF143 related (N=27801)
chr9	89622621	89622867	chr9:89622621-89622867	.	.	89622621	89622867	0	1	246	89622613	ZNF143 related (N=27801)
chr1	132140274	132140476	chr1:132140274-132140476	.	.	132140274	132140476	0	1	202	132140273	ZNF143 related (N=27801)
chr15	81042652	81042861	chr15:81042652-81042861	.	.	81042652	81042861	0	1	209	81042644	ZNF143 related (N=27801)
chr7	45198553	45198773	chr7:45198553-45198773	.	.	45198553	45198773	0	1	220	45198549	ZNF143 related (N=27801)
chr11	76179780	76179991	chr11:76179780-76179991	.	.	76179780	76179991	0	1	211	76179773	ZNF143 related (N=27801)
chr4	118216826	118217072	chr4:118216826-118217072	.	.	118216826	118217072	0	1	246	118216825	ZNF143 related (N=27801)
chr9	67840364	67840796	chr9:67840364-67840796	.	.	67840364	67840796	0	1	432	67840358	ZNF143 related (N=27801)
chr13	55392993	55393225	chr13:55392993-55393225	.	.	55392993	55393225	0	1	232	55392988	ZNF143 related (N=27801)
chr11	118401777	118402135	chr11:118401777-118402135	.	.	118401777	118402135	0	1	358	118401776	ZNF143 related (N=27801)
chr5	117287551	117287775	chr5:117287551-117287775	.	.	117287551	117287775	0	1	224	117287550	ZNF143 related (N=27801)
chr2	32646598	32646827	chr2:32646598-32646827	.	.	32646598	32646827	0	1	229	32646595	ZNF143 related (N=27801)
chr6	86684258	86684602	chr6:86684258-86684602	.	.	86684258	86684602	0	1	344	86684250	ZNF143 related (N=27801)
chr4	62513499	62513778	chr4:62513499-62513778	.	.	62513499	62513778	0	1	279	62513493	ZNF143 related (N=27801)
chr9	108783683	108784434	chr9:108783683-108784434	.	.	108783683	108784434	0	1	751	108783682	ZNF143 related (N=27801)
chr11	120294520	120294790	chr11:120294520-120294790	.	.	120294520	120294790	0	1	270	120294519	ZNF143 related (N=27801)
chr7	24377318	24377728	chr7:24377318-24377728	.	.	24377318	24377728	0	1	410	24377316	ZNF143 related (N=27801)
chr3	89456820	89457053	chr3:89456820-89457053	.	.	89456820	89457053	0	1	233	89456812	ZNF143 related (N=27801)
chr15	31453372	31453756	chr15:31453372-31453756	.	.	31453372	31453756	0	1	384	31453369	ZNF143 related (N=27801)
chr11	75541200	75541389	chr11:75541200-75541389	.	.	75541200	75541389	0	1	189	75541193	ZNF143 related (N=27801)
chr3	94363409	94363721	chr3:94363409-94363721	.	.	94363409	94363721	0	1	312	94363400	ZNF143 related (N=27801)
chr4	125912735	125913002	chr4:125912735-125913002	.	.	125912735	125913002	0	1	267	125912734	ZNF143 related (N=27801)
chr13	94059891	94060130	chr13:94059891-94060130	.	.	94059891	94060130	0	1	239	94059882	ZNF143 related (N=27801)
chr11	50114433	50114672	chr11:50114433-50114672	.	.	50114433	50114672	0	1	239	50114428	ZNF143 related (N=27801)
chr8	41374527	41375087	chr8:41374527-41375087	.	.	41374527	41375087	0	1	560	41374523	ZNF143 related (N=27801)
chr19	46444266	46444501	chr19:46444266-46444501	.	.	46444266	46444501	0	1	235	46444262	ZNF143 related (N=27801)
chr11	120956629	120956834	chr11:120956629-120956834	.	.	120956629	120956834	0	1	205	120956628	ZNF143 related (N=27801)
chr16	4875908	4876103	chr16:4875908-4876103	.	.	4875908	4876103	0	1	195	4875904	ZNF143 related (N=27801)
chr12	8340106	8340374	chr12:8340106-8340374	.	.	8340106	8340374	0	1	268	8340098	ZNF143 related (N=27801)
chr15	79516293	79516545	chr15:79516293-79516545	.	.	79516293	79516545	0	1	252	79516286	ZNF143 related (N=27801)
chr7	127134871	127135143	chr7:127134871-127135143	.	.	127134871	127135143	0	1	272	127134870	ZNF143 related (N=27801)
chr8	122454131	122454431	chr8:122454131-122454431	.	.	122454131	122454431	0	1	300	122454130	ZNF143 related (N=27801)
chr4	139345419	139345743	chr4:139345419-139345743	.	.	139345419	139345743	0	1	324	139345418	ZNF143 related (N=27801)
chr15	97360956	97361253	chr15:97360956-97361253	.	.	97360956	97361253	0	1	297	97360947	ZNF143 related (N=27801)
chr8	122618031	122618352	chr8:122618031-122618352	.	.	122618031	122618352	0	1	321	122618030	ZNF143 related (N=27801)
chr7	38227980	38228237	chr7:38227980-38228237	.	.	38227980	38228237	0	1	257	38227977	ZNF143 related (N=27801)
chr11	103192494	103192712	chr11:103192494-103192712	.	.	103192494	103192712	0	1	218	103192493	ZNF143 related (N=27801)
chr9	65101594	65101926	chr9:65101594-65101926	.	.	65101594	65101926	0	1	332	65101588	ZNF143 related (N=27801)
chr15	98851617	98851981	chr15:98851617-98851981	.	.	98851617	98851981	0	1	364	98851608	ZNF143 related (N=27801)
chr5	107721567	107721844	chr5:107721567-107721844	.	.	107721567	107721844	0	1	277	107721566	ZNF143 related (N=27801)
chr12	70235287	70235492	chr12:70235287-70235492	.	.	70235287	70235492	0	1	205	70235280	ZNF143 related (N=27801)
chr10	74936701	74937277	chr10:74936701-74937277	.	.	74936701	74937277	0	1	576	74936694	ZNF143 related (N=27801)
chr9	62777538	62777945	chr9:62777538-62777945	.	.	62777538	62777945	0	1	407	62777532	ZNF143 related (N=27801)
chr15	76296145	76296577	chr15:76296145-76296577	.	.	76296145	76296577	0	1	432	76296138	ZNF143 related (N=27801)
chr14	99142336	99142578	chr14:99142336-99142578	.	.	99142336	99142578	0	1	242	99142327	ZNF143 related (N=27801)
chr6	73248597	73248965	chr6:73248597-73248965	.	.	73248597	73248965	0	1	368	73248590	ZNF143 related (N=27801)
chr15	100482387	100482588	chr15:100482387-100482588	.	.	100482387	100482588	0	1	201	100482386	ZNF143 related (N=27801)
chr2	74704748	74705014	chr2:74704748-74705014	.	.	74704748	74705014	0	1	266	74704741	ZNF143 related (N=27801)
chr14	27335837	27336568	chr14:27335837-27336568	.	.	27335837	27336568	0	1	731	27335835	ZNF143 related (N=27801)
chr18	32939382	32939794	chr18:32939382-32939794	.	.	32939382	32939794	0	1	412	32939379	ZNF143 related (N=27801)
chr10	79637253	79637487	chr10:79637253-79637487	.	.	79637253	79637487	0	1	234	79637246	ZNF143 related (N=27801)
chr6	83693841	83694119	chr6:83693841-83694119	.	.	83693841	83694119	0	1	278	83693833	ZNF143 related (N=27801)
chr9	73089403	73089663	chr9:73089403-73089663	.	.	73089403	73089663	0	1	260	73089396	ZNF143 related (N=27801)
chr15	55906263	55906640	chr15:55906263-55906640	.	.	55906263	55906640	0	1	377	55906258	ZNF143 related (N=27801)
chr18	80987672	80987937	chr18:80987672-80987937	.	.	80987672	80987937	0	1	265	80987664	ZNF143 related (N=27801)
chr3	89763993	89764675	chr3:89763993-89764675	.	.	89763993	89764675	0	1	682	89763985	ZNF143 related (N=27801)
chr9	118881386	118881728	chr9:118881386-118881728	.	.	118881386	118881728	0	1	342	118881385	ZNF143 related (N=27801)
chr3	144198509	144198891	chr3:144198509-144198891	.	.	144198509	144198891	0	1	382	144198508	ZNF143 related (N=27801)
chr1	136105509	136105750	chr1:136105509-136105750	.	.	136105509	136105750	0	1	241	136105508	ZNF143 related (N=27801)
chr10	83337207	83338020	chr10:83337207-83338020	.	.	83337207	83338020	0	1	813	83337199	ZNF143 related (N=27801)
chr1	189869946	189870181	chr1:189869946-189870181	.	.	189869946	189870181	0	1	235	189869945	ZNF143 related (N=27801)
chr3	41599558	41599980	chr3:41599558-41599980	.	.	41599558	41599980	0	1	422	41599554	ZNF143 related (N=27801)
chr15	12578149	12578616	chr15:12578149-12578616	.	.	12578149	12578616	0	1	467	12578148	ZNF143 related (N=27801)
chr15	95725875	95726162	chr15:95725875-95726162	.	.	95725875	95726162	0	1	287	95725866	ZNF143 related (N=27801)
chr3	88476457	88476749	chr3:88476457-88476749	.	.	88476457	88476749	0	1	292	88476449	ZNF143 related (N=27801)
chr10	87492687	87492938	chr10:87492687-87492938	.	.	87492687	87492938	0	1	251	87492679	ZNF143 related (N=27801)
chr9	96119189	96119761	chr9:96119189-96119761	.	.	96119189	96119761	0	1	572	96119180	ZNF143 related (N=27801)
chr2	153225170	153225426	chr2:153225170-153225426	.	.	153225170	153225426	0	1	256	153225169	ZNF143 related (N=27801)
chr14	25378256	25378660	chr14:25378256-25378660	.	.	25378256	25378660	0	1	404	25378254	ZNF143 related (N=27801)
chr15	73761032	73761327	chr15:73761032-73761327	.	.	73761032	73761327	0	1	295	73761025	ZNF143 related (N=27801)
chr15	93227754	93228008	chr15:93227754-93228008	.	.	93227754	93228008	0	1	254	93227745	ZNF143 related (N=27801)
chr14	55576470	55576757	chr14:55576470-55576757	.	.	55576470	55576757	0	1	287	55576465	ZNF143 related (N=27801)
chr12	111653533	111653742	chr12:111653533-111653742	.	.	111653533	111653742	0	1	209	111653532	ZNF143 related (N=27801)
chr8	123208384	123208892	chr8:123208384-123208892	.	.	123208384	123208892	0	1	508	123208383	ZNF143 related (N=27801)
chr4	33310511	33310701	chr4:33310511-33310701	.	.	33310511	33310701	0	1	190	33310508	ZNF143 related (N=27801)
chr17	31832521	31832732	chr17:31832521-31832732	.	.	31832521	31832732	0	1	211	31832518	ZNF143 related (N=27801)
chr9	107887973	107888358	chr9:107887973-107888358	.	.	107887973	107888358	0	1	385	107887972	ZNF143 related (N=27801)
chr16	38376512	38377261	chr16:38376512-38377261	.	.	38376512	38377261	0	1	749	38376509	ZNF143 related (N=27801)
