NAME	NES_dTAG_DMSO	FDR_dTAG_DMSO	NES_RA+dTAG_RA+DMSO	FDR_RA+dTAG_RA+DMSO
GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY	-1.3180083	0.7478902	0.6892102	0.982005
GOBP_MULTIVESICULAR_BODY_ORGANIZATION	-1.3171102	0.7496962	-0.9279538	0.95176774
GOBP_OSTEOBLAST_DEVELOPMENT	-1.3165864	0.750204	-1.1785744	0.83147824
GOBP_HISTONE_H2A_UBIQUITINATION	-1.3159502	0.7511316	-0.8450651	0.9820346
GOBP_FOLLICLE_STIMULATING_HORMONE_SIGNALING_PATHWAY	-1.3158576	0.7501052	-1.081961	0.87318254
GOBP_SYNAPTIC_VESICLE_LUMEN_ACIDIFICATION	-1.3154014	0.75037384	1.3115082	0.38555795
GOBP_POSITIVE_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	-1.3153921	0.7490631	0.75844866	0.95669174
GOBP_DNA_REPLICATION_DEPENDENT_CHROMATIN_ASSEMBLY	-1.3151317	0.74863786	-1.0952735	0.8659217
GOBP_INTERLEUKIN_17A_MEDIATED_SIGNALING_PATHWAY	-1.3150252	0.7476773	0.66504216	0.98652035
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	-1.3143172	0.7488355	-1.0900401	0.8703924
GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME	-1.3136896	0.7497229	-0.7177881	0.995633
GOBP_CELL_CYCLE_DNA_REPLICATION_INITIATION	-1.3134972	0.7490441	-1.2410024	0.8017196
GOBP_THIAMINE_DIPHOSPHATE_METABOLIC_PROCESS	-1.3131062	0.7490952	-1.2845784	0.74922085
GOBP_RESPONSE_TO_INDOLE_3_METHANOL	-1.3122852	0.75062674	-0.82295233	0.9843417
GOBP_TERMINAL_BUTTON_ORGANIZATION	-1.3109566	0.7539475	-1.2871706	0.74584275
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	-1.3109293	0.75271195	-1.1277356	0.8501066
GOBP_AMIDE_BIOSYNTHETIC_PROCESS	-1.3106486	0.7523728	-1.6191202	0.40191662
GOBP_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS	-1.3105941	0.7512436	-0.7942584	0.9837113
GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_ORGANOGENESIS	-1.3101889	0.7513277	-1.5490086	0.49894884
GOBP_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY	-1.3095708	0.7521793	1.2231085	0.4718735
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	-1.3093537	0.7516187	1.2820302	0.41214138
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	-1.3089628	0.75169647	-0.9355053	0.9534171
GOBP_INTERSTRAND_CROSS_LINK_REPAIR	-1.3085159	0.75194734	-0.72989184	0.9970734
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	-1.3085057	0.750683	-0.57998484	1.0
GOBP_GLYCEROL_TRANSMEMBRANE_TRANSPORT	-1.3083984	0.74975353	1.2567811	0.43354627
GOBP_REVERSIBLE_DIFFERENTIATION	-1.3082652	0.7489155	0.68381405	0.9849736
GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA	-1.3069866	0.75203127	0.78347373	0.9432199
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	-1.306823	0.75131017	1.5452169	0.20466015
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING	-1.3065139	0.75110596	0.7957479	0.93635315
GOBP_LIPID_DROPLET_DISASSEMBLY	-1.3064911	0.74989283	-1.0387768	0.9027758
GOBP_PROTEIN_FOLDING	-1.3064411	0.74879205	-0.9981319	0.9282783
GOBP_ESTABLISHMENT_OF_GOLGI_LOCALIZATION	-1.3060999	0.74868774	-0.7721303	0.9943516
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	-1.3058898	0.7481628	-1.0465777	0.8962915
GOBP_VACUOLE_FUSION	-1.3057622	0.74732155	-0.85896635	0.9729885
GOBP_REGULATION_OF_MRNA_3_END_PROCESSING	-1.3048099	0.7493362	-1.0302811	0.90516305
GOBP_HISTONE_H4_ACETYLATION	-1.3035092	0.7525515	-0.66330653	1.0
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	-1.3032612	0.7521348	-0.85988677	0.9738856
GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	-1.3028859	0.75215375	-0.8102788	0.98489195
GOBP_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	-1.3026102	0.75183713	-1.8101311	0.17441279
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CORTEX	-1.3025995	0.75060594	-1.3835088	0.6929923
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	-1.3024861	0.74972427	-0.8667688	0.97229683
GOBP_REGULATION_OF_PROTEIN_ACETYLATION	-1.3017123	0.75113344	1.1751088	0.5172277
GOBP_BRUSH_BORDER_ASSEMBLY	-1.3009925	0.7523208	1.1566601	0.536149
GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	-1.3008473	0.75154275	-1.0808483	0.8739735
GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT	-1.3002323	0.7524066	-0.9299656	0.95103323
GOBP_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	-1.3000968	0.7516035	0.98704904	0.7470069
GOBP_POLYKETIDE_METABOLIC_PROCESS	-1.2987098	0.7550898	-1.1666868	0.832785
GOBP_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION	-1.2981597	0.7557276	-0.6166583	0.9986016
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS	-1.2980074	0.75499034	-1.3597692	0.6865759
GOBP_MYOSIN_FILAMENT_ORGANIZATION	-1.2976345	0.75500524	1.1440313	0.5495498
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	-1.2967615	0.75671655	1.0375351	0.6792306
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_II_PROTEIN_COMPLEX	-1.2965052	0.7563505	-0.71355045	0.9982042
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	-1.2945198	0.76190513	0.82849324	0.90900975
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SUMOYLATION	-1.2944646	0.76083463	-1.173735	0.83731556
GOBP_FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS	-1.2937315	0.76212513	-1.0578427	0.89029366
GOBP_MYOSIN_FILAMENT_ASSEMBLY	-1.2935238	0.76159513	1.0740807	0.6321264
GOBP_VIRION_ATTACHMENT_TO_HOST_CELL	-1.293466	0.76054126	1.4879069	0.24111044
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	-1.293354	0.7596776	-1.2598517	0.7671881
GOBP_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	-1.2915925	0.76443535	-0.8417799	0.9824833
GOBP_POLYOL_TRANSMEMBRANE_TRANSPORT	-1.2911359	0.76474655	1.2517854	0.4371185
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	-1.2907578	0.7648067	-0.97333956	0.9396195
GOBP_REGULATION_OF_CHOLESTEROL_IMPORT	-1.2893498	0.7683652	-0.67148346	1.0
GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS	-1.2885036	0.77005434	-0.88420004	0.9703445
GOBP_DETECTION_OF_LIPOPOLYSACCHARIDE	-1.2880592	0.7703325	0.87779045	0.8660662
GOBP_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	-1.2874897	0.7710378	1.6061101	0.15806848
GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	-1.2871853	0.7708678	-1.0477896	0.8958884
GOBP_ECTODERMAL_CELL_DIFFERENTIATION	-1.2867597	0.771065	-1.0056987	0.92560184
GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS	-1.2865578	0.77048993	-1.0105672	0.92263556
GOBP_PEPTIDYL_LYSINE_METHYLATION	-1.2860104	0.77110887	-0.97956216	0.93965805
GOBP_REGULATION_OF_NEUTROPHIL_DEGRANULATION	-1.2855399	0.7714952	1.4688039	0.2577476
GOBP_RIBONUCLEOPROTEIN_COMPLEX_LOCALIZATION	-1.2854893	0.77042496	-0.947365	0.94828504
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	-1.2854689	0.7692585	0.8198497	0.9165638
GOBP_NEGATIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	-1.2851428	0.76917756	0.79892856	0.9340008
GOBP_RNA_3_END_PROCESSING	-1.2850883	0.76812094	-0.6823894	0.9995577
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION	-1.2848217	0.76779413	-1.6648407	0.32498336
GOBP_RESPONSE_TO_CHROMATE	-1.2846477	0.76716036	1.2415726	0.44897527
GOBP_LACTATE_TRANSPORT	-1.2845677	0.7662144	-1.4362862	0.6541639
GOBP_POSITIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	-1.2829534	0.7704258	1.0604941	0.646915
GOBP_TRANSLATIONAL_INITIATION	-1.2820656	0.7722273	-0.86292756	0.97366756
GOBP_NEGATIVE_REGULATION_OF_CENTROSOME_DUPLICATION	-1.2818066	0.77189344	-0.98687184	0.93747276
GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	-1.2817265	0.7709432	-0.6240767	1.0
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM	-1.2815428	0.77035767	-1.2960058	0.74237746
GOBP_SUCCINATE_TRANSMEMBRANE_TRANSPORT	-1.2815071	0.76927155	0.7653497	0.95461035
GOBP_REGULATION_OF_PLASMA_MEMBRANE_REPAIR	-1.2814479	0.76827073	-1.4084666	0.6819341
GOBP_SCARNA_LOCALIZATION_TO_CAJAL_BODY	-1.2807981	0.76925117	-1.1021131	0.8611411
GOBP_OXIDATIVE_PHOSPHORYLATION	-1.2806015	0.7686971	-2.0669246	0.010970602
GOBP_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	-1.2805486	0.76766235	0.93542767	0.80643785
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	-1.2797936	0.76897246	0.8638881	0.8764887
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_CONDENSATION	-1.2794052	0.76909494	-1.2416055	0.8023451
GOBP_RECOMBINATIONAL_REPAIR	-1.2784231	0.771218	-0.96594834	0.94636995
GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	-1.2783506	0.77025986	-1.0726148	0.8808909
GOBP_POSITIVE_REGULATION_OF_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	-1.2783198	0.7691697	-1.2373278	0.796921
GOBP_HEPOXILIN_METABOLIC_PROCESS	-1.2779592	0.7691629	1.2510371	0.43774512
GOBP_PROTEIN_LOCALIZATION_TO_ADHERENS_JUNCTION	-1.2774589	0.76965183	-1.3146931	0.72384244
GOBP_POSITIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	-1.277277	0.76906294	-1.2161113	0.8130071
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I	-1.277221	0.7680776	-1.1249659	0.8462299
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	-1.2768136	0.76825404	-0.7280848	0.99504405
GOBP_MITOTIC_DNA_REPLICATION_CHECKPOINT_SIGNALING	-1.2765855	0.76782703	-0.9647071	0.9470582
GOBP_ONCOGENE_INDUCED_CELL_SENESCENCE	-1.2764682	0.76701623	0.9218077	0.8220236
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	-1.2756327	0.7686735	-1.1349688	0.84210414
GOBP_CHRONIC_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	-1.2754278	0.76816785	-1.1829972	0.8282502
GOBP_REGULATION_OF_DOSAGE_COMPENSATION_BY_INACTIVATION_OF_X_CHROMOSOME	-1.2750435	0.7682531	-0.56843656	1.0
GOBP_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY	-1.2748975	0.7675669	-1.0580635	0.8904641
GOBP_LACTATE_TRANSMEMBRANE_TRANSPORT	-1.274079	0.7691476	-1.4353511	0.650493
GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I	-1.2729448	0.7717237	-1.2104516	0.81474894
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	-1.2726322	0.77160656	0.7532039	0.9601765
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	-1.2719771	0.7726423	-1.6604671	0.33106244
GOBP_HEME_METABOLIC_PROCESS	-1.2719525	0.7715454	-1.0175263	0.9112314
GOBP_NEURAL_PLATE_DEVELOPMENT	-1.2717588	0.7710321	-1.0099728	0.92210644
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS	-1.2710445	0.77223575	-0.88545454	0.9716235
GOBP_FUNGIFORM_PAPILLA_DEVELOPMENT	-1.2706336	0.7724313	-0.95306915	0.9468906
GOBP_THREONINE_METABOLIC_PROCESS	-1.2705327	0.77158946	-0.824289	0.98561984
GOBP_MICROGLIAL_CELL_MEDIATED_CYTOTOXICITY	-1.2703534	0.7710293	1.3036615	0.3915779
GOBP_SPERMATOGONIAL_CELL_DIVISION	-1.2699807	0.7711224	-0.9896804	0.93520045
GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	-1.2689506	0.77342135	-0.88856035	0.9728359
GOBP_SYNAPSE_PRUNING	-1.2680014	0.7754435	0.8337552	0.9046709
GOBP_REGULATION_OF_NK_T_CELL_ACTIVATION	-1.2678846	0.7746746	-0.77099735	0.9940557
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	-1.2675005	0.77478534	0.41097173	1.0
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	-1.2670417	0.77515894	-1.0545464	0.89193285
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	-1.2670376	0.77401954	-0.797453	0.98610777
GOBP_PORPHYRIN_CONTAINING_COMPOUND_CATABOLIC_PROCESS	-1.2670282	0.7728964	1.2371055	0.45489687
GOBP_QUINONE_METABOLIC_PROCESS	-1.2669226	0.7720943	-1.4343934	0.6518982
GOBP_VACUOLAR_ACIDIFICATION	-1.2659683	0.7741463	0.90792847	0.83635455
GOBP_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_PROLIFERATION	-1.2658892	0.77326715	-1.1089625	0.8526996
GOBP_PARKIN_MEDIATED_STIMULATION_OF_MITOPHAGY_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION	-1.2656916	0.7727726	0.88287914	0.8602012
GOBP_REGULATION_OF_MUSCLE_ATROPHY	-1.265333	0.7728272	-1.3009651	0.7366299
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	-1.2652981	0.77179563	-1.006285	0.9261507
GOBP_RESPONSE_TO_INTERLEUKIN_7	-1.2652516	0.7708161	-1.2441337	0.7962129
GOBP_GRANULOCYTE_DIFFERENTIATION	-1.2650616	0.77031434	1.1284765	0.5647793
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	-1.2644027	0.77136093	-0.7933745	0.98413694
GOBP_NEUTROPHIL_DEGRANULATION	-1.2638955	0.7719051	0.89097667	0.85303986
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	-1.2637589	0.77122897	0.45151713	1.0
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	-1.263557	0.7707608	-1.0831999	0.872861
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION	-1.2634413	0.7700149	-0.99150234	0.9343157
GOBP_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS	-1.2631382	0.7698866	-1.1603048	0.8351607
GOBP_TERMINATION_OF_RNA_POLYMERASE_I_TRANSCRIPTION	-1.2627383	0.77007973	-0.7922948	0.98487645
GOBP_MITOCHONDRION_ORGANIZATION	-1.2616295	0.77258074	-1.160036	0.8328673
GOBP_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	-1.2614975	0.77189857	0.865978	0.8757694
GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS	-1.2613778	0.7711717	-1.0693486	0.88315415
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	-1.2613338	0.77019703	0.83012056	0.907242
GOBP_REGULATION_OF_SYNAPSE_PRUNING	-1.2612576	0.76932454	0.8388864	0.90139455
GOBP_AMINO_ACID_CATABOLIC_PROCESS	-1.260968	0.7691356	-1.1648225	0.8377017
GOBP_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY	-1.260758	0.76870114	1.3165559	0.3819714
GOBP_SISTER_CHROMATID_SEGREGATION	-1.2598445	0.7705835	-1.7036397	0.27965137
GOBP_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	-1.2592913	0.7712882	-0.86004764	0.97468036
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	-1.2590765	0.770882	-1.059265	0.8901581
GOBP_VIRAL_TRANSCRIPTION	-1.2589629	0.77016133	-1.1892114	0.82029605
GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	-1.2586274	0.7701052	0.96065104	0.779424
GOBP_CHROMOSOME_CONDENSATION	-1.2583193	0.7700051	-1.280281	0.7572194
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	-1.2581277	0.769527	-0.8599099	0.9744031
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_TRANSMEMBRANE_ELECTROCHEMICAL_GRADIENT	-1.2579563	0.76899415	1.23809	0.45412064
GOBP_PROTEIN_TRANSPORT_TO_VACUOLE_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	-1.25779	0.7684405	0.69353294	0.98124933
GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	-1.2575457	0.76813626	-1.2199227	0.80500615
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	-1.2571425	0.7683553	-1.3709216	0.6896389
GOBP_POSITIVE_REGULATION_OF_ERAD_PATHWAY	-1.257079	0.7674782	-0.6431728	1.0
GOBP_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION	-1.2569523	0.76680523	1.0899343	0.61178946
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	-1.2558945	0.76910895	-0.94488204	0.94960785
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	-1.2547511	0.77171856	-0.67268795	0.99977916
GOBP_POSITIVE_REGULATION_OF_MITOPHAGY_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION	-1.2538533	0.77353376	0.7751721	0.94761884
GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY	-1.253262	0.77436674	-1.2224796	0.80262303
GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY	-1.2530168	0.77408373	-0.8400186	0.97992545
GOBP_NADH_OXIDATION	-1.2525383	0.77454865	-0.7943622	0.98405
GOBP_REGULATION_OF_MACROPHAGE_PROLIFERATION	-1.2523834	0.77396834	-1.3313444	0.7144898
GOBP_REGULATION_OF_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL	-1.2522094	0.77343756	-0.63812554	1.0
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	-1.2521162	0.77266866	-1.1490794	0.8366466
GOBP_NUCLEAR_EXPORT	-1.2516917	0.77298015	-0.7831386	0.98839664
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION	-1.2513798	0.77291626	0.71810055	0.9734916
GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH	-1.251061	0.7728868	-0.9560055	0.95043594
GOBP_PROTEIN_RETENTION_IN_ER_LUMEN	-1.2509053	0.77231205	0.536707	0.9987974
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	-1.2508821	0.77132165	-0.8515625	0.9771746
GOBP_PEPTIDYL_METHIONINE_MODIFICATION	-1.2508526	0.7703531	-1.2697856	0.76571155
GOBP_SENSORY_PERCEPTION_OF_UMAMI_TASTE	-1.2496231	0.7732589	1.3106377	0.3866037
GOBP_VIRAL_BUDDING	-1.2487127	0.7751237	-0.96465844	0.9464964
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS	-1.2482632	0.7754935	-1.6619277	0.33023435
GOBP_AMELOBLAST_DIFFERENTIATION	-1.2482324	0.7745283	1.63874	0.14475372
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT	-1.2476388	0.7753682	1.0881236	0.61443293
GOBP_RESPONSE_TO_IMMOBILIZATION_STRESS	-1.2465776	0.77769226	-0.86819506	0.971497
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_CHEMOTAXIS	-1.2463938	0.7772226	-1.4199742	0.67341274
GOBP_REGULATION_OF_RNA_STABILITY	-1.2463217	0.7763907	-0.736039	0.9959919
GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	-1.2460872	0.7760696	-1.0508384	0.891607
GOBP_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE	-1.2459265	0.775529	-1.0646992	0.88204914
GOBP_PYRIMIDINE_NUCLEOBASE_TRANSPORT	-1.245712	0.7751499	-1.3039594	0.7318223
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	-1.2451838	0.7757676	-1.7166065	0.26385054
GOBP_CENTROMERIC_SISTER_CHROMATID_COHESION	-1.2438247	0.7790734	-0.8185599	0.9817166
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	-1.2437671	0.778203	-1.467379	0.6275482
GOBP_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	-1.2436934	0.7773966	-1.2120843	0.8129006
GOBP_HISTONE_H4_K16_ACETYLATION	-1.2433187	0.7775223	-0.4675697	0.9995036
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	-1.2428068	0.7781134	1.0566757	0.65216905
GOBP_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	-1.2420461	0.77951074	-0.9356865	0.9542507
GOBP_NEURON_CELLULAR_HOMEOSTASIS	-1.2419897	0.77864605	1.0480883	0.6623403
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	-1.2417504	0.7783474	0.64494693	0.9878185
GOBP_PROTEIN_ACYLATION	-1.2409544	0.77980113	-0.82321024	0.98440254
GOBP_SPERMIDINE_TRANSPORT	-1.239519	0.7833606	0.78656006	0.9414488
GOBP_T_CELL_EXTRAVASATION	-1.239398	0.7827044	1.4223882	0.2902884
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	-1.2390509	0.78278124	-1.2202375	0.8051949
GOBP_REGULATION_OF_TWITCH_SKELETAL_MUSCLE_CONTRACTION	-1.2387834	0.78259677	1.0357504	0.6812122
GOBP_POLYOL_CATABOLIC_PROCESS	-1.2387804	0.78156126	-0.7617368	0.99717754
GOBP_NEGATIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	-1.2382704	0.78214234	0.49731275	1.0
GOBP_REGULATION_PROTEIN_CATABOLIC_PROCESS_AT_POSTSYNAPSE	-1.2381755	0.78140086	-1.5902015	0.46358818
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	-1.2380582	0.78073364	-1.6378711	0.3745357
GOBP_HISTONE_H3_K27_METHYLATION	-1.2377127	0.78078216	-0.6287464	1.0
GOBP_AUTOPHAGOSOME_MATURATION	-1.2373717	0.78083634	-0.7118832	0.9982437
GOBP_MONOCYTE_DIFFERENTIATION	-1.2370425	0.78083676	-1.1874974	0.8236577
GOBP_PROTEIN_DNA_COMPLEX_DISASSEMBLY	-1.2368954	0.7802573	-1.5124904	0.5700468
GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	-1.2366927	0.77987075	1.0849969	0.61684775
GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	-1.236551	0.77930003	-0.83175755	0.98178446
GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION	-1.2353629	0.78204024	0.8207104	0.9159626
GOBP_POSITIVE_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY	-1.2352973	0.78121734	-1.2075586	0.8049843
GOBP_DOUBLE_STRAND_BREAK_REPAIR	-1.2350211	0.7810619	-0.8837206	0.96847886
GOBP_REGULATION_OF_CENTROSOME_DUPLICATION	-1.2343016	0.78229827	0.8025512	0.92964476
GOBP_MRNA_ALTERNATIVE_POLYADENYLATION	-1.2339022	0.7825512	-1.034737	0.9045031
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	-1.2337173	0.7821047	-0.84122515	0.98084146
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_18	-1.2335997	0.7814506	0.72456026	0.971276
GOBP_T_HELPER_1_CELL_LINEAGE_COMMITMENT	-1.2333585	0.7811905	1.3516868	0.34888175
GOBP_TRANSITION_BETWEEN_FAST_AND_SLOW_FIBER	-1.2329855	0.78136116	1.3234754	0.37582514
GOBP_SNO_S_RNA_PROCESSING	-1.2329628	0.78041553	-1.3486742	0.70612645
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	-1.2325672	0.78065294	-1.4028192	0.6840038
