NAME	NES_RA_DMSO	FDR_RA_DMSO	NES_RA_dTAG	FDR_RA_dTAG
GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	1.2077975	0.4915209	0.7514945	0.9583046
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX	1.2076504	0.49171558	1.060595	0.6437719
GOBP_ACTIN_FILAMENT_BASED_PROCESS	1.2074815	0.49196833	1.2827393	0.35384932
GOBP_DERMATAN_SULFATE_METABOLIC_PROCESS	1.2073152	0.49220827	1.3653425	0.2681299
GOBP_ATRIOVENTRICULAR_VALVE_FORMATION	1.2073058	0.49202186	1.0636476	0.6393798
GOBP_LABYRINTHINE_LAYER_MORPHOGENESIS	1.2072481	0.49196717	1.1276432	0.54786694
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	1.2072233	0.4918245	1.2093781	0.4401783
GOBP_DUMP_METABOLIC_PROCESS	1.2070001	0.49223292	1.0345997	0.6859108
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS	1.2067645	0.4926835	1.0154431	0.71703035
GOBP_REGULATION_OF_GLYCOGEN_CATABOLIC_PROCESS	1.2067207	0.49259427	1.1071767	0.5768595
GOBP_RESPONSE_TO_OXYGEN_LEVELS	1.206336	0.4934383	1.3395025	0.29364657
GOBP_CELLULAR_KETONE_METABOLIC_PROCESS	1.2058755	0.49450198	1.1549944	0.51136404
GOBP_CARDIAC_FIBROBLAST_CELL_DIFFERENTIATION	1.205834	0.49440393	1.1658491	0.49629235
GOBP_GLYCINE_TRANSPORT	1.2057391	0.4944543	1.3005117	0.33771294
GOBP_GLIOGENESIS	1.2056259	0.49455783	1.287422	0.34949425
GOBP_DORSAL_SPINAL_CORD_DEVELOPMENT	1.2054716	0.49477684	1.4678262	0.174411
GOBP_MONOCYTE_HOMEOSTASIS	1.2054662	0.49458	1.2056164	0.44686785
GOBP_REGULATION_OF_AMINO_ACID_TRANSPORT	1.2054555	0.49439684	1.368753	0.265274
GOBP_TAURINE_TRANSPORT	1.205342	0.49450433	1.3458428	0.28753242
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	1.2053351	0.4943129	1.4381746	0.19995749
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	1.2053306	0.49411428	1.3692976	0.2656511
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	1.2051809	0.49431542	0.9473378	0.8043572
GOBP_DETECTION_OF_STIMULUS	1.2051171	0.49427882	1.4675062	0.17443396
GOBP_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	1.2050613	0.49422187	1.1780069	0.48082265
GOBP_RESPONSE_TO_GROWTH_FACTOR	1.2048775	0.49452236	1.2893763	0.34834734
GOBP_RESPONSE_TO_ACID_CHEMICAL	1.2045634	0.4951691	1.0966516	0.5912622
GOBP_NEGATIVE_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	1.2043985	0.4954059	0.92447543	0.83332056
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	1.2043715	0.4952705	1.5713134	0.09954011
GOBP_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	1.2043555	0.49510363	1.4153072	0.21974488
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	1.2043431	0.4949253	1.1958641	0.45830044
GOBP_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_SIGNALING_PATHWAY	1.2039977	0.49567458	1.1804919	0.4775403
GOBP_NEGATIVE_REGULATION_OF_HEXOKINASE_ACTIVITY	1.2039897	0.49548626	1.3351622	0.29907835
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	1.2039812	0.49529994	1.2972203	0.340447
GOBP_NEGATIVE_REGULATION_OF_NOREPINEPHRINE_SECRETION	1.2039598	0.4951467	1.211796	0.4384492
GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	1.2039016	0.4950997	1.4683988	0.17431197
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	1.2038918	0.49491736	1.2919596	0.3453933
GOBP_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	1.2038419	0.4948439	1.3302656	0.30296713
GOBP_WHITE_FAT_CELL_DIFFERENTIATION	1.2035917	0.495329	1.208694	0.44121903
GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS	1.2034982	0.49537584	1.1856687	0.4701552
GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	1.2034463	0.49530923	1.3664527	0.2666972
GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION	1.2033223	0.49543545	1.3599923	0.27443796
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	1.2031734	0.49563566	1.2825785	0.35357764
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	1.2028489	0.49633664	1.2072723	0.44358158
GOBP_PROLINE_TRANSMEMBRANE_TRANSPORT	1.2025769	0.4968776	1.2932	0.3444482
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	1.2025731	0.49667597	1.393919	0.24053416
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	1.2024438	0.49682334	1.1325591	0.54223144
GOBP_ENDOTHELIAL_CELL_MIGRATION	1.2022567	0.49712673	1.3002113	0.33773884
GOBP_REGULATION_OF_CELL_DIFFERENTIATION	1.2018203	0.49813578	1.2603625	0.3800703
GOBP_CELLULAR_HOMEOSTASIS	1.2017064	0.49824288	1.2978655	0.33975503
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	1.2016802	0.498106	1.1229166	0.55455965
GOBP_SEROTONIN_UPTAKE	1.2013644	0.49876428	0.8913128	0.8666079
GOBP_POSITIVE_REGULATION_OF_RESPIRATORY_BURST	1.2013398	0.49862573	1.1122878	0.56798613
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	1.2011259	0.49900874	1.2254158	0.4187874
GOBP_MOLTING_CYCLE	1.2010938	0.4988856	1.3179703	0.3184203
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	1.2009454	0.49908754	1.2979963	0.33978024
GOBP_DIADENOSINE_POLYPHOSPHATE_CATABOLIC_PROCESS	1.200811	0.49925134	0.9412925	0.81291556
GOBP_OXYGEN_TRANSPORT	1.2007743	0.49914297	1.3088382	0.32906365
GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS	1.2007533	0.49898943	0.9988765	0.7372351
GOBP_LIGHT_ADAPTION	1.2007157	0.4988869	1.019594	0.70941365
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS	1.2006748	0.49878877	1.1818867	0.47632453
GOBP_RENAL_WATER_TRANSPORT	1.2006105	0.49875697	1.3317041	0.3020283
GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	1.2005432	0.4987376	1.3686135	0.2652243
GOBP_LEUKOCYTE_DEGRANULATION	1.2002844	0.49924842	1.4180939	0.21687813
GOBP_PROTEIN_LOCALIZATION_TO_MEMBRANE_RAFT	1.200232	0.49918282	0.93686295	0.8178281
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	1.2001792	0.49912408	1.1562417	0.50967413
GOBP_REGULATION_OF_OSTEOCLAST_DEVELOPMENT	1.2000031	0.4993987	1.0989362	0.58817077
GOBP_FATTY_ACID_ELONGATION	1.1999896	0.4992274	1.0024402	0.7338414
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1.1997359	0.49971628	1.4657592	0.17635259
GOBP_NEGATIVE_REGULATION_OF_COLLATERAL_SPROUTING	1.1995898	0.49991307	1.1045135	0.58108336
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	1.1995668	0.49976766	1.1459407	0.52229613
GOBP_POSITIVE_REGULATION_OF_DOPAMINE_SECRETION	1.1994888	0.4997732	1.1648608	0.49747568
GOBP_RESPONSE_TO_BACTERIUM	1.1992948	0.5001054	1.2110807	0.4387484
GOBP_BONE_RESORPTION	1.1992931	0.49989966	1.2759464	0.36073375
GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	1.1991583	0.50005966	1.3164955	0.32048857
GOBP_NUCLEOTIDE_TRANSPORT	1.1991224	0.4999489	1.2387075	0.4048219
GOBP_MAINTENANCE_OF_LENS_TRANSPARENCY	1.1989154	0.50031054	1.022771	0.7038967
GOBP_PROTEIN_DEPHOSPHORYLATION	1.1988451	0.5002925	1.2470732	0.39470688
GOBP_ASSOCIATIVE_LEARNING	1.1987005	0.5004776	1.3623068	0.27084255
GOBP_REGULATION_OF_T_CELL_MIGRATION	1.1983552	0.50121194	1.3295139	0.30419478
GOBP_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	1.1982218	0.50136346	1.172971	0.48724025
GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	1.1980846	0.501529	1.3550383	0.2785093
GOBP_INSULIN_METABOLIC_PROCESS	1.1980163	0.501505	1.0715013	0.6270431
GOBP_CORTICOTROPIN_SECRETION	1.1977755	0.50196296	1.1915534	0.46312234
GOBP_GLOMERULAR_MESANGIUM_DEVELOPMENT	1.1977513	0.5018228	1.4233235	0.21196894
GOBP_NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1.1973981	0.5025905	1.2855833	0.3517135
GOBP_POSITIVE_REGULATION_OF_T_HELPER_2_CELL_CYTOKINE_PRODUCTION	1.1972628	0.5027624	0.9319153	0.8256673
GOBP_CALCIUM_MEDIATED_SIGNALING	1.1971356	0.50290304	1.3421059	0.2921717
GOBP_FOREBRAIN_DEVELOPMENT	1.1971302	0.5027089	1.1801627	0.4777117
GOBP_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	1.1968446	0.5032741	0.83510935	0.9105166
GOBP_METANEPHRIC_NEPHRON_TUBULE_MORPHOGENESIS	1.1967831	0.5032345	1.3404124	0.29245168
GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION	1.1965818	0.5035865	1.5653442	0.10352612
GOBP_PURINE_NUCLEOTIDE_TRANSPORT	1.196504	0.5035904	1.2218049	0.42399922
GOBP_XENOBIOTIC_CATABOLIC_PROCESS	1.1963897	0.50369674	1.025208	0.70094234
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS	1.1959497	0.50469613	1.4202577	0.214771
GOBP_POST_ANAL_TAIL_MORPHOGENESIS	1.1959409	0.5045107	1.637863	0.06820639
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	1.1958312	0.50460327	1.4202776	0.21491234
GOBP_RESPONSE_TO_INTERLEUKIN_12	1.195671	0.5048393	1.2320216	0.41047794
GOBP_SKIN_EPIDERMIS_DEVELOPMENT	1.1955627	0.5049272	1.4525325	0.18733907
GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY	1.1954504	0.5050276	1.38994	0.24586533
GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	1.1950622	0.5058994	1.237001	0.40553603
GOBP_RESPONSE_TO_ENDOTHELIN	1.1950573	0.50570244	1.1224431	0.5547886
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	1.1947762	0.506269	0.9608579	0.78952044
GOBP_REGULATION_OF_HEART_MORPHOGENESIS	1.1947168	0.5062194	1.3567502	0.2769381
GOBP_LYMPHOCYTE_HOMEOSTASIS	1.1946696	0.506145	1.1399624	0.5307394
GOBP_GERM_LINE_STEM_CELL_DIVISION	1.1946677	0.50594145	1.1477312	0.52004945
GOBP_RESPONSE_TO_ETHANOL	1.1946656	0.5057385	0.9649379	0.7843319
GOBP_REGULATION_OF_PH	1.1945442	0.5058686	1.1681565	0.49376932
GOBP_RETINAL_METABOLIC_PROCESS	1.1943834	0.506109	1.1534	0.5137508
GOBP_SKIN_DEVELOPMENT	1.1942927	0.50615543	1.3525357	0.2809919
GOBP_PROTEIN_KINASE_C_SIGNALING	1.1942651	0.5060211	1.4689085	0.17412147
GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING	1.1941501	0.5061292	1.332687	0.3014814
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN	1.1940677	0.5061466	0.65311736	0.9865179
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	1.1940676	0.5059384	1.3342836	0.3004035
GOBP_CELLULAR_RESPONSE_TO_CAMP	1.1939877	0.50594574	1.4887612	0.1582609
GOBP_LIMBIC_SYSTEM_DEVELOPMENT	1.1937038	0.50652695	1.2535447	0.3873117
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS	1.1935635	0.5067028	1.2621549	0.3780703
GOBP_CELLULAR_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	1.1934953	0.50667876	1.1339464	0.54000694
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	1.1932516	0.50713515	1.4375165	0.20051132
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	1.1931863	0.5071112	1.1386448	0.53260857
GOBP_PROSTAGLANDIN_SECRETION	1.1928504	0.5078307	1.4816481	0.16302322
GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	1.1927171	0.5079862	1.2785165	0.35791793
GOBP_MANGANESE_ION_TRANSMEMBRANE_TRANSPORT	1.1926903	0.507852	1.3495331	0.28389588
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_POTENTIAL	1.1926517	0.5077476	0.8716971	0.8838176
GOBP_PROGESTERONE_METABOLIC_PROCESS	1.1926206	0.50762504	1.0399724	0.6779975
GOBP_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	1.1921453	0.5087306	1.282686	0.35364893
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	1.1920458	0.50879633	1.32254	0.31135783
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	1.1918852	0.50903684	1.0697849	0.6291444
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	1.191709	0.50931954	1.0903015	0.60223967
GOBP_RESPONSE_TO_L_GLUTAMATE	1.1916252	0.50934154	1.1046598	0.5808685
GOBP_REGULATION_OF_CORTICOTROPIN_SECRETION	1.1916074	0.50918317	1.1996076	0.45488322
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	1.191491	0.50929457	1.0010757	0.73494774
GOBP_MESONEPHRIC_DUCT_FORMATION	1.1913724	0.5094206	1.2722745	0.3648588
GOBP_GLUTATHIONE_TRANSMEMBRANE_TRANSPORT	1.1913068	0.50939405	1.4750882	0.1682164
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	1.1912651	0.5092995	1.22681	0.41701245
GOBP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.1912098	0.5092396	1.27529	0.3613096
GOBP_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	1.1911843	0.5091052	1.0381775	0.6805942
GOBP_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	1.1910563	0.50925225	1.2750254	0.36144677
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	1.191049	0.5090641	1.2383031	0.404986
GOBP_LYMPH_NODE_DEVELOPMENT	1.1910151	0.50894904	1.2229571	0.42216584
GOBP_POSITIVE_REGULATION_OF_PROTEIN_GLYCOSYLATION	1.1908295	0.50925213	1.239347	0.40456274
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	1.1907488	0.509266	1.1190382	0.55953616
GOBP_TRANSITION_METAL_ION_TRANSPORT	1.1902196	0.5105142	1.3126495	0.32622862
GOBP_B_CELL_MEDIATED_IMMUNITY	1.1900853	0.5106781	1.303125	0.33523482
GOBP_CELL_ACTIVATION	1.1900606	0.51054054	1.3035854	0.33516607
GOBP_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	1.1899313	0.5106907	1.2847016	0.3521492
GOBP_PRIMARY_AMINO_COMPOUND_METABOLIC_PROCESS	1.1898767	0.5106302	0.8321666	0.91302675
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	1.189776	0.5107021	1.2984012	0.33967772
GOBP_OLIGODENDROCYTE_DIFFERENTIATION	1.1893862	0.51157725	1.4554853	0.1837426
GOBP_LEYDIG_CELL_DIFFERENTIATION	1.1893134	0.51157504	1.1449301	0.5237166
GOBP_REGULATION_OF_AMYLOID_FIBRIL_FORMATION	1.1891984	0.51169074	1.2240235	0.42054188
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SMELL	1.1890808	0.5118074	1.2156641	0.43156826
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	1.189026	0.51175547	1.2896734	0.34797683
GOBP_ORGANELLE_MEMBRANE_FUSION	1.1886317	0.5126394	1.1393174	0.5312238
GOBP_STEM_CELL_FATE_COMMITMENT	1.1885569	0.5126358	0.9605574	0.7896636
GOBP_NEGATIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	1.1882327	0.51331687	1.0200747	0.7085405
GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	1.1880333	0.51366293	1.3738196	0.26062334
GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	1.1880134	0.5135051	1.4402231	0.19774026
GOBP_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	1.1876113	0.51440537	0.99200803	0.7472752
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	1.1874701	0.51458204	1.3049498	0.33315614
GOBP_AXONAL_FASCICULATION	1.1874238	0.51449955	0.9913919	0.74807185
GOBP_MYELOID_CELL_DIFFERENTIATION	1.1873115	0.51460165	1.1628479	0.49992642
GOBP_ATP_TRANSPORT	1.1871703	0.5147816	1.1169144	0.5625133
GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	1.1871074	0.5147502	0.78606755	0.94327474
GOBP_CELL_CELL_SIGNALING_BY_WNT	1.1870929	0.5145837	1.1288248	0.5468283
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	1.18682	0.5151216	1.3412684	0.2927043
GOBP_BEHAVIORAL_RESPONSE_TO_PAIN	1.1867906	0.51499563	1.2789226	0.3581032
GOBP_DRINKING_BEHAVIOR	1.1867558	0.5148851	1.2469274	0.39473754
GOBP_REGULATION_OF_CORE_PROMOTER_BINDING	1.1866201	0.51504296	1.277476	0.35890913
GOBP_RENAL_SYSTEM_VASCULATURE_MORPHOGENESIS	1.186425	0.51537985	1.2887502	0.34866506
GOBP_CENTRAL_NERVOUS_SYSTEM_SEGMENTATION	1.1864108	0.515212	0.9856611	0.7548938
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	1.1863574	0.51515573	0.8755005	0.88010395
GOBP_NEURAL_PLATE_PATTERN_SPECIFICATION	1.186069	0.5157465	0.7286167	0.9656201
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	1.1857936	0.5162898	1.2430321	0.39874843
GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_AXIS_ELONGATION	1.185636	0.5165169	0.98772943	0.7529021
GOBP_TEMPERATURE_HOMEOSTASIS	1.1855376	0.5165785	1.2291253	0.41460192
GOBP_NEURON_PROJECTION_MAINTENANCE	1.1854713	0.5165532	1.4763446	0.16669056
GOBP_EPITHELIAL_CELL_MATURATION	1.185427	0.5164669	1.3542589	0.27938426
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	1.1853615	0.51643574	1.1893556	0.46582115
GOBP_TRYPTOPHAN_METABOLIC_PROCESS	1.1850439	0.51710665	1.3567824	0.27721164
GOBP_NEGATIVE_REGULATION_OF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	1.1848682	0.5173859	0.97883654	0.7641578
GOBP_CELL_MORPHOGENESIS	1.1846952	0.5176571	1.237794	0.4052442
GOBP_PROTEIN_LOCALIZATION_TO_MOTILE_CILIUM	1.1840883	0.51911956	1.1615126	0.5014843
GOBP_TELOMERE_TETHERING_AT_NUCLEAR_PERIPHERY	1.1840293	0.5190759	1.4106748	0.22426869
GOBP_REGULATION_OF_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	1.1839807	0.51900584	0.7337499	0.964487
GOBP_RESPONSE_TO_ALCOHOL	1.1839318	0.5189307	1.2549671	0.38520116
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	1.183746	0.5192391	1.2490114	0.3920175
GOBP_REGULATION_OF_LENS_FIBER_CELL_DIFFERENTIATION	1.1836756	0.5192248	0.97771674	0.76610863
GOBP_FARNESYL_DIPHOSPHATE_METABOLIC_PROCESS	1.1835525	0.51935995	0.5207508	1.0
GOBP_ASYMMETRIC_STEM_CELL_DIVISION	1.1835103	0.51926553	1.3003556	0.33774453
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT	1.1833961	0.5193775	1.1693944	0.49262732
GOBP_INTRACILIARY_RETROGRADE_TRANSPORT	1.1833774	0.51922137	1.159691	0.504597
GOBP_NEUTROPHIL_MEDIATED_IMMUNITY	1.1832368	0.5193972	1.340833	0.29268208
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	1.1831018	0.5195593	1.1987494	0.45586726
GOBP_RESPONSE_TO_GLYCOPROTEIN	1.1830077	0.51961255	1.2169285	0.4300935
GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	1.1829782	0.51948714	1.3090783	0.32884532
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	1.1829112	0.5194688	1.2635279	0.3761163
GOBP_RENAL_WATER_HOMEOSTASIS	1.1825918	0.5201429	1.2027149	0.4504599
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	1.1822675	0.5208318	1.5464361	0.11410887
GOBP_LYMPHOCYTE_ANERGY	1.1818452	0.52179354	1.0394616	0.6788069
GOBP_REGULATION_OF_THYROID_HORMONE_GENERATION	1.1817925	0.5217298	1.3016376	0.33708614
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS	1.1816797	0.5218351	1.3906178	0.24493347
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	1.1815664	0.52193886	1.1510366	0.5164345
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	1.1814089	0.52216727	1.1515085	0.5160662
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_PROLIFERATION	1.181368	0.5220756	0.89033216	0.86802244
GOBP_PYRAMIDAL_NEURON_DEVELOPMENT	1.1811305	0.52251524	1.1341524	0.53980774
GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	1.1809121	0.52291584	1.1437246	0.52481157
GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	1.1806291	0.52348614	1.3939284	0.24069303
GOBP_DISTAL_TUBULE_DEVELOPMENT	1.1805993	0.52336514	1.1700109	0.49190378
GOBP_RHYTHMIC_PROCESS	1.1805087	0.5234128	1.277416	0.35888904
GOBP_RESPONSE_TO_EPINEPHRINE	1.1804961	0.52324027	1.4483583	0.19035311
GOBP_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1.1800139	0.5243586	1.1683894	0.49366978
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	1.179991	0.5242134	1.3973893	0.23694439
GOBP_WOUND_HEALING_INVOLVED_IN_INFLAMMATORY_RESPONSE	1.1799496	0.5241199	1.2981119	0.33984607
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	1.1799358	0.52395016	1.2640074	0.3752999
GOBP_DETECTION_OF_CELL_DENSITY	1.1798034	0.52411616	0.95109457	0.801689
GOBP_COMMITMENT_OF_NEURONAL_CELL_TO_SPECIFIC_NEURON_TYPE_IN_FOREBRAIN	1.179758	0.52403516	1.2592273	0.3811673
GOBP_POSITIVE_REGULATION_OF_ISOPRENOID_METABOLIC_PROCESS	1.179691	0.52401775	1.086147	0.6078438
GOBP_NEUTROPHIL_CHEMOTAXIS	1.179656	0.5239096	1.4467006	0.19247453
GOBP_EYE_PIGMENTATION	1.1794795	0.5241856	1.2377305	0.40523604
GOBP_REGULATION_OF_LOCOMOTION	1.1794088	0.5241728	1.2734914	0.3632906
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS	1.1794007	0.5239896	1.0422943	0.6743663
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.1794006	0.5237833	1.3719475	0.26280198
GOBP_REGULATION_OF_P38MAPK_CASCADE	1.1792667	0.52394795	1.4753634	0.16790494
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CGMP_NUCLEOTIDE_SECOND_MESSENGER	1.1791841	0.5239731	1.0690173	0.6304751
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	1.179128	0.52392834	1.2826239	0.35363278
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION	1.1789631	0.5241693	1.2741729	0.3624939
GOBP_CILIUM_MOVEMENT	1.1787677	0.52450186	1.4350916	0.20107006
GOBP_DIAPHRAGM_DEVELOPMENT	1.1784155	0.52524996	1.0123981	0.7203673
GOBP_APICAL_JUNCTION_ASSEMBLY	1.1780674	0.5260093	1.4291341	0.20733845
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1.1777238	0.52675474	1.2131212	0.43650663
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	1.1776528	0.5267444	1.3475747	0.28624874
GOBP_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION	1.1775873	0.52671874	0.8573829	0.8957969
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	1.1771675	0.527675	1.1928642	0.4618242
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	1.1769748	0.528003	1.2550879	0.3852397
GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS	1.1767857	0.52832454	1.2440873	0.39767218
GOBP_INCLUSION_BODY_ASSEMBLY	1.1767523	0.5282092	1.2808225	0.3557346
